id,date,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state
1123410,20171231,9,500,ROCHESTER,UNITED STATES,0,0,"STERLING FINANCIAL GROUP, INC.",STERLING FNCL GROUP,1,FRS,MN
1123616,20171231,9,500,ENNIS,UNITED STATES,0,0,JACKASS CREEK LAND & LIVESTOCK COMPANY,JACKASS CREEK LAND & LIVESTOCK,1,FRS,MT
1123670,20171231,9,500,BILLINGS,UNITED STATES,0,0,"FIRST INTERSTATE BANCSYSTEM, INC.",FIRST INTRST BANCSYSTEM,1,FRS,MT
1123700,20171231,9,500,AUGUSTA,UNITED STATES,0,0,CAPRICE CORPORATION,CAPRICE CORP,1,FRS,WI
1123719,20171231,9,500,WADENA,UNITED STATES,0,0,"WADENA BANKSHARES, INC.",WADENA BSHRS,1,FRS,MN
1123728,20171231,9,500,ARLINGTON,UNITED STATES,0,0,"ARLCO, INC.",ARLCO,1,FRS,MN
1123782,20171231,9,500,LA CROSSE,UNITED STATES,0,0,"CLAYTON BANKSHARES, INC.",CLAYTON BSHRS,1,FRS,WI
1123791,20171231,9,500,PIERZ,UNITED STATES,0,0,"FARMERS & MERCHANTS AGENCY, INC.",FARMERS & MRCH AGY,1,FRS,MN
1123803,20171231,9,500,MAYVILLE,UNITED STATES,0,0,GOOSE RIVER HOLDING COMPANY,GOOSE RIVER HC,1,FRS,ND
1123812,20171231,9,500,MAPLE PLAIN,UNITED STATES,0,0,"MAPLE BANC SHARES, INC.",MAPLE BSHRS,1,FRS,MN
1123821,20171231,9,500,WESTHOPE,UNITED STATES,0,0,PEOPLES STATE HOLDING COMPANY,PEOPLES ST HC,1,FRS,ND
1123858,20171231,9,500,BUXTON,UNITED STATES,0,0,"FULL SERVICE INSURANCE AGENCY, INC.",FULL SVC INS AGY,1,FRS,ND
1123876,20171231,9,500,BEMIDJI,UNITED STATES,0,0,FIRST BEMIDJI HOLDING COMPANY,FIRST BEMIDJI HC,1,FRS,MN
1123885,20171231,9,500,MANKATO,UNITED STATES,0,0,FARMERS STATE CORPORATION,FARMERS ST CORP,1,FRS,MN
1123915,20171231,9,500,CHASKA,UNITED STATES,0,0,"KLEIN FINANCIAL, INC.",KLEIN FNCL,1,FRS,MN
1123933,20171231,9,500,MANISTIQUE,UNITED STATES,0,0,MACKINAC FINANCIAL CORPORATION,MACKINAC FC,1,FRS,MI
1123951,20171231,9,500,MENAHGA,UNITED STATES,0,0,"MENAHGA BANCSHARES, INC.",MENAHGA BSHRS,1,FRS,MN
1124024,20171231,9,500,MORA,UNITED STATES,0,0,"PEOPLES BANKSHARES, INC.",PEOPLES BSHRS,1,FRS,MN
1124060,20171231,9,500,PIERRE,UNITED STATES,0,0,"SOUTH DAKOTA BANCSHARES, INC.",SOUTH DAKOTA BSHRS,1,FRS,SD
1124097,20171231,9,500,PARK RAPIDS,UNITED STATES,0,0,"DORSET BANCSHARES, INC.",DORSET BSHRS,1,FRS,MN
1124118,20171231,9,500,NEW RICHMOND,UNITED STATES,0,0,ONE CORPORATION,ONE CORP,1,FRS,WI
1124163,20171231,9,500,LA CROSSE,UNITED STATES,0,0,"BOSSHARD BANCO, LTD.",BOSSHARD BANCO,1,FRS,WI
1124202,20171231,9,500,NEW YORK MILLS,UNITED STATES,0,0,"NEW YORK MILLS BANCSHARES, INC.",NEW YORK MILLS BSHRS,1,FRS,MN
1124257,20171231,9,500,FARGO,UNITED STATES,0,0,SECURITY STATE BANK HOLDING COMPANY,SECURITY ST BHC,1,FRS,ND
1124284,20171231,9,500,JANESVILLE,UNITED STATES,0,0,JANESVILLE HOLDING COMPANY,JANESVILLE HC,1,FRS,MN
1124369,20171231,9,500,WHEATON,UNITED STATES,0,0,TRAVERSE COUNTY INVESTMENT CORPORATION,TRAVERSE CTY INVESTMENT CORP,1,FRS,MN
1124435,20171231,9,500,KERKHOVEN,UNITED STATES,0,0,"KERKHOVEN BANCSHARES, INC.",KERKHOVEN BSHRS,1,FRS,MN
1124471,20171231,9,500,LEWISTON,UNITED STATES,0,0,"FISCHER CORPORATION, THE",FISCHER CORP,1,FRS,MN
1124574,20171231,9,500,ORMSBY,UNITED STATES,0,0,"ORMSBY BANCSHARES, INC.",ORMSBY BSHRS,1,FRS,MN
1124592,20171231,9,500,WATKINS,UNITED STATES,0,0,"NEISEN BANCSHARES, INC.",NEISEN BSHRS,1,FRS,MN
1124613,20171231,9,500,PARK RAPIDS,UNITED STATES,0,0,"PARK RAPIDS BANCSHARES, INC.",PARK RAPIDS BSHRS,1,FRS,MN
1124622,20171231,9,500,SWANVILLE,UNITED STATES,0,0,"SWANVILLE BANCSHARES, INC.",SWANVILLE BSHRS,1,FRS,MN
1124659,20171231,9,500,SAINT MICHAEL,UNITED STATES,0,549300PL0B8J76IV5H45,"HIGHLAND BANCSHARES, INC.",HIGHLAND BSHRS,1,FRS,MN
1124716,20171231,9,500,ARCADIA,UNITED STATES,0,0,"B & E INVESTMENTS, INC.,",B & E INVESTMENTS,1,FRS,WI
1124789,20171231,9,500,GLENCOE,UNITED STATES,0,0,SECURITY BANCSHARES CO.,SECURITY BSHRS CO,1,FRS,MN
1124798,20171231,9,500,BOWMAN,UNITED STATES,0,0,"DAKOTA WESTERN BANKSHARES, INC.",DAKOTA WESTERN BSHRS,1,FRS,ND
1124828,20171231,9,500,EAU CLAIRE,UNITED STATES,2176105,0,"STERLING BANCORP, INC.",STERLING BC,1,FRS,WI
1124921,20171231,9,500,COLUMBUS,UNITED STATES,0,0,YELLOWSTONE HOLDING COMPANY,YELLOWSTONE HC,1,FRS,MT
1124930,20171231,9,500,COTTONWOOD,UNITED STATES,0,0,"EMPIRE BANCSHARES, INC.",EMPIRE BSHRS,1,FRS,MN
1124967,20171231,9,500,OSAKIS,UNITED STATES,0,0,"OSAKIS BANCSHARES, INC.",OSAKIS BSHRS,1,FRS,MN
1124994,20171231,9,500,LAKOTA,UNITED STATES,0,0,"LAKOTA BANK HOLDING COMPANY, INC.",LAKOTA BHC,1,FRS,ND
1125003,20171231,9,500,HOFFMAN,UNITED STATES,0,0,"HOFFMAN BANCSHARES, INC.",HOFFMAN BSHRS,1,FRS,MN
1125021,20171231,9,500,DELANO,UNITED STATES,0,0,"DELANO STATE AGENCY, INC.",DELANO ST AGY,1,FRS,MN
1125030,20171231,9,500,FARGO,UNITED STATES,0,0,"CHOICE FINANCIAL HOLDINGS, INC.",CHOICE FNCL HOLD,1,FRS,ND
1125058,20171231,9,500,LESTER PRAIRIE,UNITED STATES,0,0,"PRAIRIE BANCSHARES, INC.",PRAIRIE BSHRS,1,FRS,MN
1125085,20171231,9,500,MINNEAPOLIS,UNITED STATES,0,0,"TYSAN CORPORATION, THE",TYSAN CORP,1,FRS,MN
1125124,20171231,9,500,WELLS,UNITED STATES,0,0,PEOPLES EQUITY CORPORATION,PEOPLES EQUITY CORP,1,FRS,MN
1125151,20171231,9,500,CURRIE,UNITED STATES,0,0,"CURRIE BANCORPORATION, INC.",CURRIE BC,1,FRS,MN
1125245,20171231,9,500,GRAND RAPIDS,UNITED STATES,0,0,"WILCOX BANCSHARES, INC.",WILCOX BSHRS,1,FRS,MN
1125254,20171231,9,500,ADRIAN,UNITED STATES,0,0,ADRIAN BUILDING CORPORATION,ADRIAN BLDG CORP,1,FRS,MN
1125290,20171231,9,500,HENNING,UNITED STATES,0,0,"HENNING BANCSHARES, INC.",HENNING BSHRS,1,FRS,MN
1125320,20171231,9,500,COKATO,UNITED STATES,0,0,"KNOFF BANCSHARES, INC.",KNOFF BSHRS,1,FRS,MN
1125357,20171231,9,500,ELK RIVER,UNITED STATES,0,549300353T76X44MMO94,FIRST NATIONAL FINANCIAL SERVICES INC.,FIRST NAT FS,1,FRS,MN
1125423,20171231,9,500,LE SUEUR,UNITED STATES,0,0,"CORNERSTONE BANCORPORATION, INC.",CORNERSTONE BC,1,FRS,MN
1125432,20171231,9,500,FLORENCE,UNITED STATES,0,0,"FLORENCE BANCORPORATION, INC.",FLORENCE BC,1,FRS,WI
1125441,20171231,9,500,AITKIN,UNITED STATES,0,0,"SECURITY STATE AGENCY OF AITKIN, INC.",SECURITY ST AGY OF AITKIN,1,FRS,MN
1125450,20171231,9,500,MINNETONKA,UNITED STATES,0,0,"FIRST MINNETONKA BANCORPORATION, INC.",FIRST MINNETONKA BC,1,FRS,MN
1125487,20171231,7,500,ALBANY,UNITED STATES,0,0,"ALBANY BANCSHARES, INC.",ALBANY BSHRS,1,FRS,IL
1125496,20171231,9,500,BEMIDJI,UNITED STATES,0,0,"SECURITY STATE BANCSHARES OF BEMIDJI, INC.",SECURITY ST BSHRS OF BEMIDJI,1,FRS,MN
1125517,20171231,9,500,WISHEK,UNITED STATES,0,0,"WISHEK BANCORPORATION, INC.",WISHEK BC,1,FRS,ND
1125544,20171231,9,500,BROWNS VALLEY,UNITED STATES,0,0,"BROWNS VALLEY BANCSHARES, INC.",BROWNS VALLEY BSHRS,1,FRS,MN
1125553,20171231,9,500,WILLMAR,UNITED STATES,0,0,"KANDIYOHI BANCSHARES, INC.",KANDIYOHI BSHRS,1,FRS,MN
1125571,20171231,9,500,DARWIN,UNITED STATES,0,0,"DARWIN BANCSHARES, INC.",DARWIN BSHRS,1,FRS,MN
1125580,20171231,9,500,DETROIT LAKES,UNITED STATES,0,0,"MIDWEST BANK GROUP, INC.",MIDWEST BK GROUP,1,FRS,MN
1125647,20171231,9,500,NEW LONDON,UNITED STATES,0,0,"KANDI BANCSHARES, INC.",KANDI BSHRS,1,FRS,MN
1125656,20171231,9,500,HAWLEY,UNITED STATES,2161437,0,"BANKSHARES OF HAWLEY, INC.",BANKSHARES OF HAWLEY,1,FRS,MN
1125674,20171231,9,500,HUNTER,UNITED STATES,0,0,HUNTER HOLDING COMPANY,HUNTER HC,1,FRS,ND
1125683,20171231,9,500,PHILIP,UNITED STATES,0,0,"PHILIP BANCORPORATION, INC.",PHILIP BC,1,FRS,SD
1125692,20171231,9,500,STRASBURG,UNITED STATES,0,0,"STRASBURG BANSHARES, INC.",STRASBURG BSHRS,1,FRS,ND
1125740,20171231,9,500,MITCHELL,UNITED STATES,0,5493005LPKJOO3HGD527,HOPKINS FINANCIAL CORPORATION,HOPKINS FC,1,FRS,SD
1125795,20171231,9,500,FREEPORT,UNITED STATES,0,0,"FREEPORT BANCSHARES, INC.",FREEPORT BSHRS,1,FRS,MN
1125898,20171231,9,500,EUREKA,UNITED STATES,0,0,GREAT PLAINS BANK CORPORATION,GREAT PLAINS BC,1,FRS,SD
1125900,20171231,9,500,KALISPELL,UNITED STATES,0,0,"VALLEY BANCSHARES, INC.",VALLEY BSHRS,1,FRS,MT
1126037,20171231,9,500,FINLAYSON,UNITED STATES,0,0,"FINLAYSON BANCSHARES, INC.",FINLAYSON BSHRS,1,FRS,MN
1126046,20171231,9,500,MILES CITY,UNITED STATES,0,0,STOCKMAN FINANCIAL CORPORATION,STOCKMAN FC,1,FRS,MT
1126073,20171231,9,500,WELCOME,UNITED STATES,0,0,"WELCOME BANCSHARES, INC.",WELCOME BSHRS,1,FRS,MN
1126082,20171231,9,500,MONDOVI,UNITED STATES,0,0,"GEBSCO, INC.",GEBSCO,1,FRS,WI
1126112,20171231,9,500,FAIRMONT,UNITED STATES,0,0,"WEB, INC.",WEB,1,FRS,MN
1126121,20171231,9,500,RICE LAKE,UNITED STATES,0,0,"DAIRY STATE BANCORP, INC.",DAIRY ST BC,1,FRS,WI
1126149,20171231,9,500,BLAINE,UNITED STATES,0,0,CROSSTOWN HOLDING COMPANY,CROSSTOWN HC,1,FRS,MN
1126158,20171231,9,500,FARIBAULT,UNITED STATES,0,0,"FARIBAULT BANCSHARES, INC.",FARIBAULT BSHRS,1,FRS,MN
1126185,20171231,9,500,TRIMONT,UNITED STATES,0,0,"FSB HOLDING COMPANY, INC.",FSB HC,1,FRS,MN
1126242,20171231,9,500,PERHAM,UNITED STATES,0,0,"PERHAM STATE BANCSHARES, INC.",PERHAM ST BSHRS,1,FRS,MN
1126318,20171231,9,500,WALKER,UNITED STATES,0,0,WALKER BAN CO.,WALKER BAN CO,1,FRS,MN
1126327,20171231,9,500,GRAND RAPIDS,UNITED STATES,0,0,"REMER BANCORPORATION, INC.",REMER BC,1,FRS,MN
1126354,20171231,9,500,SIOUX FALLS,UNITED STATES,0,549300F5C4INIKRH1J66,"MINNEHAHA BANSHARES, INC.",MINNEHAHA BSHRS,1,FRS,SD
1126372,20171231,9,500,HALLIDAY,UNITED STATES,0,0,UNION HOLDING COMPANY,UNION HC,1,FRS,ND
1126466,20171231,9,500,DILWORTH,UNITED STATES,0,549300RLPDJH5V5UHQ32,"NORTHWESTERN BANCSHARES, INC.",NORTHWESTERN BSHRS,1,FRS,MN
1126484,20171231,9,500,CHATFIELD,UNITED STATES,0,0,"JOHNSON BANCSHARES, INC.",JOHNSON BSHRS,1,FRS,MN
1126493,20171231,9,500,SHELBY,UNITED STATES,0,0,PRAIRIE BANCSHARES CORPORATION,PRAIRIE BSHRS CORP,1,FRS,MT
1126523,20171231,9,500,GARRISON,UNITED STATES,0,0,MCLEAN BANK HOLDING COMPANY,MCLEAN BHC,1,FRS,ND
1126569,20171231,9,500,POWERS LAKE,UNITED STATES,0,0,"LIBERTY BANCORPORATION, INC.",LIBERTY BC,1,FRS,ND
1126617,20171231,9,500,FORMAN,UNITED STATES,0,0,"SARGENT BANKSHARES, INC.",SARGENT BSHRS,1,FRS,ND
1126626,20171231,9,500,MUNICH,UNITED STATES,0,0,"MUNICH BANCSHARES, INC.",MUNICH BSHRS,1,FRS,ND
1126644,20171231,9,500,MILAN,UNITED STATES,0,0,"MILAN AGENCY, INC.",MILAN AGY,1,FRS,MN
1126671,20171231,9,500,DRAYTON,UNITED STATES,0,0,"KODA BANCOR, INC.",KODA BANCOR,1,FRS,ND
1126729,20171231,9,500,BISMARCK,UNITED STATES,0,549300LZ5ODQKQUE5F84,STARION BANCORPORATION,STARION BC,1,FRS,ND
1126738,20171231,9,500,ADAMS,UNITED STATES,0,0,"ADAMS BANCSHARES, INC.",ADAMS BSHRS,1,FRS,MN
1126747,20171231,9,500,LAKE CRYSTAL,UNITED STATES,0,0,"LAKE CRYSTAL BANCORPORATION, INC.",LAKE CRYSTAL BC,1,FRS,MN
1126831,20171231,9,500,MENNO,UNITED STATES,0,0,MENNO HOLDING COMPANY,MENNO HC,1,FRS,SD
1126868,20171231,9,500,DEVILS LAKE,UNITED STATES,3640434,0,RAMSEY FINANCIAL CORPORATION,RAMSEY FC,1,FRS,ND
1126877,20171231,9,500,GAYLORD,UNITED STATES,0,0,PROGRESSIVE GROWTH CORP.,PROGRESSIVE GROWTH CORP,1,FRS,MN
1126907,20171231,9,500,CROOKSTON,UNITED STATES,0,0,"CROOKSTON FINANCIAL SERVICES, INC.",CROOKSTON FNCL SVC,1,FRS,MN
1126934,20171231,9,500,LE CENTER,UNITED STATES,0,0,"TRAXSHARES, INC.",TRAXSHARES,1,FRS,MN
1126943,20171231,9,500,WOLF POINT,UNITED STATES,0,0,WESTERN HOLDING COMPANY OF WOLF POINT,WESTERN HC OF WOLF POINT,1,FRS,MT
1126989,20171231,9,500,LA CROSSE,UNITED STATES,0,0,"COULEE BANCSHARES, INC.",COULEE BSHRS,1,FRS,WI
1127016,20171231,9,500,LOWRY,UNITED STATES,0,0,"FINANCIAL SERVICES OF LOWRY, INC.",FINANCIAL SVC OF LOWRY,1,FRS,MN
1127146,20171231,9,500,SAINT PAUL,UNITED STATES,0,0,"ALLIANCE FINANCIAL SERVICES, INC.",ALLIANCE FS,1,FRS,MN
1127155,20171231,9,500,NAPOLEON,UNITED STATES,0,0,"NAPOLEON BANCORPORATION, INC.",NAPOLEON BC,1,FRS,ND
1127173,20171231,9,500,CEYLON,UNITED STATES,0,0,"CEYLON BANCORPORATION, INC.",CEYLON BC,1,FRS,MN
1127182,20171231,9,500,WAGNER,UNITED STATES,0,0,COMMERCIAL HOLDING COMPANY,COMMERCIAL HC,1,FRS,SD
1127249,20171231,9,500,GALESVILLE,UNITED STATES,0,0,"GALE BANK HOLDING COMPANY, INC.",GALE BHC,1,FRS,WI
1127276,20171231,9,500,WINGER,UNITED STATES,0,0,"FINANCIAL SERVICES OF WINGER, INC.",FINANCIAL SVC OF WINGER,1,FRS,MN
1127294,20171231,9,500,BRITTON,UNITED STATES,0,0,"CAPITOL BANCORPORATION, INC.",CAPITOL BC,1,FRS,SD
1127306,20171231,9,500,TRIMONT,UNITED STATES,0,0,TRIMONT BANCORPORATION,TRIMONT BC,1,FRS,MN
1127324,20171231,9,500,SHOREWOOD,UNITED STATES,0,0,"MCLEOD BANCSHARES, INC.",MCLEOD BSHRS,1,FRS,MN
1127351,20171231,9,500,LAND O'LAKES,UNITED STATES,0,0,"HEADWATERS BANCORP, INC.",HEADWATERS BC,1,FRS,WI
1127409,20171231,9,500,CENTER,UNITED STATES,0,0,"OLIVER BANCORPORATION, INC.",OLIVER BC,1,FRS,ND
1127436,20171231,9,500,BOTTINEAU,UNITED STATES,0,0,STATE BANK OF BOTTINEAU HOLDING COMPANY,STATE BK OF BOTTINEAU HC,1,FRS,ND
1127481,20171231,9,500,FINLEY,UNITED STATES,0,0,CITIZENS BANK HOLDING COMPANY,CITIZENS BHC,1,FRS,ND
1127539,20171231,9,500,ASHBY,UNITED STATES,0,0,"ASHBY BANCSHARES, INC.",ASHBY BSHRS,1,FRS,MN
1127548,20171231,9,500,RED WING,UNITED STATES,0,0,"NOBLE BANK HOLDING COMPANY, INC.",NOBLE BHC,1,FRS,MN
1127650,20171231,9,500,MINOT,UNITED STATES,0,0,"WESTBRAND, INC.",WESTBRAND,1,FRS,ND
1127687,20171231,9,500,EITZEN,UNITED STATES,0,0,"EITZEN INDEPENDENTS, INC.",EITZEN INDEP,1,FRS,MN
1127717,20171231,9,500,BRYANT,UNITED STATES,0,0,"BRYANT BANCSHARES, INC.",BRYANT BSHRS,1,FRS,SD
1127771,20171231,9,500,EMERY,UNITED STATES,0,0,"EMERY SECURITY BANCORPORATION, INC.",EMERY SECURITY BC,1,FRS,SD
1127799,20171231,9,500,ASHLAND,UNITED STATES,0,0,"BAY AREA BANKING SHARES, INC.",BAY AREA BKG SHARES,1,FRS,WI
1127847,20171231,9,500,VERNON CENTER,UNITED STATES,0,0,"VERNON CENTER BANCSHARES, INC.",VERNON CENTER BSHRS,1,FRS,MN
1127856,20171231,9,500,SCOTLAND,UNITED STATES,0,0,SCOTLAND HOLDING COMPANY,SCOTLAND HC,1,FRS,SD
1127940,20171231,9,500,LE CENTER,UNITED STATES,0,0,"FIRST STATE AGENCY OF LE CENTER, INC.",FIRST ST AGY OF LE CENTER,1,FRS,MN
1127959,20171231,9,500,MAHNOMEN,UNITED STATES,0,0,"MAHNOMEN BANCSHARES, INC.",MAHNOMEN BSHRS,1,FRS,MN
1127986,20171231,9,500,WARROAD,UNITED STATES,0,0,"WARROAD BANCSHARES, INC.",WARROAD BSHRS,1,FRS,MN
1128040,20171231,9,500,ARTHUR,UNITED STATES,0,0,FIRST FINANCIAL CORPORATION,FIRST FC,1,FRS,ND
1128059,20171231,9,500,TWIN BRIDGES,UNITED STATES,0,0,"TWINCO, INC.",TWINCO,1,FRS,MT
1128086,20171231,9,500,EXCELSIOR,UNITED STATES,0,0,"HAMBURG FINANCIAL, INC.",HAMBURG FNCL,1,FRS,MN
1128134,20171231,9,500,CLARA CITY,UNITED STATES,0,5493005E546VZBYAQX61,"FORSTROM BANCORPORATION, INC.",FORSTROM BC,1,FRS,MN
1128189,20171231,9,500,LAONA,UNITED STATES,0,0,"NORTHERN WISCONSIN BANK HOLDING COMPANY, INC.",NORTHERN WISCONSIN BHC,1,FRS,WI
1128200,20171231,9,500,COLD SPRING,UNITED STATES,0,0,"LINDELL BANCSHARES, INC.",LINDELL BSHRS,1,FRS,MN
1128219,20171231,9,500,BRITTON,UNITED STATES,0,0,"BERESFORD BANCORPORATION, INC.",BERESFORD BC,1,FRS,SD
1128228,20171231,9,500,SAINT PAUL,UNITED STATES,0,0,"CHEROKEE BANCSHARES, INC.",CHEROKEE BSHRS,1,FRS,MN
1128246,20171231,9,500,MCGREGOR,UNITED STATES,0,0,"MCGREGOR BANCO, INC.",MCGREGOR BANCO,1,FRS,MN
1128264,20171231,9,500,BAKER,UNITED STATES,0,0,UNITED BANCORPORATION,UNITED BC,1,FRS,MT
1128321,20171231,9,500,WAKEFIELD,UNITED STATES,0,0,"WAKEFIELD BANCORPORATION, INC.",WAKEFIELD BC,1,FRS,MI
1128330,20171231,9,500,POLSON,UNITED STATES,0,0,"FLATHEAD LAKE BANCORPORATION, INC.",FLATHEAD LAKE BC,1,FRS,MT
1128349,20171231,9,500,ROUNDUP,UNITED STATES,0,0,CENTRAL MONTANA BANCORPORATION,CENTRAL MONTANA BC,1,FRS,MT
1128358,20171231,9,500,ARDEN HILLS,UNITED STATES,0,0,FRANDSEN FINANCIAL CORPORATION,FRANDSEN FC,1,FRS,MN
1128385,20171231,9,500,UNDERWOOD,UNITED STATES,0,0,"UNDERWOOD BANCSHARES, INC.",UNDERWOOD BSHRS,1,FRS,MN
1128415,20171231,9,500,BROADUS,UNITED STATES,0,0,"1ST UNITED BANCORPORATION, INC.",1ST UNITED BC,1,FRS,MT
1128424,20171231,9,500,PINE RIVER,UNITED STATES,0,0,NORBANC GROUP INC.,NORBANC GROUP,1,FRS,MN
1128451,20171231,9,500,NEW LONDON,UNITED STATES,0,0,"CARLSON BANKSHARES, INC.",CARLSON BSHRS,1,FRS,MN
1128460,20171231,9,500,SAINT PETER,UNITED STATES,0,0,BANCOMMUNITY SERVICE CORPORATION,BANCOMMUNITY SVC CORP,1,FRS,MN
1128497,20171231,9,500,IRON RIVER,UNITED STATES,0,0,"SECURITY BANK SHARES, INC.",SECURITY BSHRS,1,FRS,WI
1128527,20171231,9,500,FAIRMONT,UNITED STATES,0,0,"PROFINIUM FINANCIAL HOLDINGS, INC.",PROFINIUM FNCL HOLD,1,FRS,MN
1128554,20171231,9,500,WYOMING,UNITED STATES,0,0,"WYOMING BANCSHARES, INC.",WYOMING BSHRS,1,FRS,MN
1128563,20171231,9,500,EDINA,UNITED STATES,1020920,0,"VH BANCORPORATION, INC.",VH BC,1,FRS,MN
1128581,20171231,9,500,VERMILLION,UNITED STATES,0,0,"VERMILLION BANCSHARES, INC.",VERMILLION BSHRS,1,FRS,MN
1128590,20171231,9,500,HAZEN,UNITED STATES,0,0,"HAZEN BANCORPORATION, INC.",HAZEN BC,1,FRS,ND
1128639,20171231,9,500,BALDWIN,UNITED STATES,0,0,"BALDWIN BANCSHARES, INC.",BALDWIN BSHRS,1,FRS,WI
1128666,20171231,9,500,HARVEY,UNITED STATES,0,0,"FIRST HARVEY BANCORPORATION, INC.",FIRST HARVEY BC,1,FRS,ND
1128675,20171231,9,500,EDEN PRAIRIE,UNITED STATES,0,0,"FLAGSHIP FINANCIAL GROUP, INC.",FLAGSHIP FNCL GROUP,1,FRS,MN
1128705,20171231,9,500,CHANHASSEN,UNITED STATES,0,0,"MIDWEST BANCSHARES, INC.",MIDWEST BSHRS,1,FRS,MN
1128723,20171231,9,500,SAINT CLAIR,UNITED STATES,0,0,"SAINT CLAIR AGENCY, INC.",SAINT CLAIR AGY,1,FRS,MN
1128769,20171231,9,500,WINONA,UNITED STATES,0,549300VNLF4XVDZXUQ37,"MERCHANTS FINANCIAL GROUP, INC.",MERCHANTS FNCL GROUP,1,FRS,MN
1128817,20171231,9,500,HIBBING,UNITED STATES,0,0,"SECURITY FINANCIAL SERVICES, INC.",SECURITY FNCL SVC,1,FRS,MN
1128880,20171231,9,500,LOLO,UNITED STATES,0,0,BITTERROOT HOLDING COMPANY,BITTERROOT HC,1,FRS,MT
1128899,20171231,9,500,LE ROY,UNITED STATES,0,0,"FIRST LEROY BANCORPORATION, INC.",FIRST LEROY BC,1,FRS,MN
1128947,20171231,9,500,ELYSIAN,UNITED STATES,0,0,"ELYSIAN, INC.",ELYSIAN,1,FRS,MN
1128983,20171231,9,500,WABASHA,UNITED STATES,0,0,WABASHA HOLDING COMPANY,WABASHA HC,1,FRS,MN
1129001,20171231,9,500,BYRON,UNITED STATES,0,0,"OLMSTED BANCORPORATION, INC.",OLMSTED BC,1,FRS,MN
1129029,20171231,9,500,SAINT LOUIS PARK,UNITED STATES,0,0,"BAKKEN SECURITIES, INC.",BAKKEN SECURITIES,1,FRS,MN
1129047,20171231,9,500,ONTONAGON,UNITED STATES,0,0,"CITIZENS BANCSHARES, INC.",CITIZENS BSHRS,1,FRS,MI
1129065,20171231,9,500,HUDSON,UNITED STATES,0,549300TQL7MVZ6OPN578,"CITIZENS BANCSHARES OF WOODVILLE, INC.",CITIZENS BSHRS OF WOODVILLE,1,FRS,WI
1129159,20171231,9,500,ESCANABA,UNITED STATES,0,0,S.B.E. CORP.,SBE CORP,1,FRS,MI
1129186,20171231,9,500,LISMORE,UNITED STATES,0,0,"LISMORE FINANCIAL SERVICES, INC.",LISMORE FNCL SVC,1,FRS,MN
1129382,20171231,2,500,SAN JUAN,PUERTO RICO,0,0,"POPULAR, INC.",POPULAR,1,FRS,PR
1129458,20171231,6,500,MANCHESTER,UNITED STATES,0,0,"F & M HOLDING COMPANY, INC.",F&M HC,1,FRS,GA
1129467,20171231,7,500,CROSWELL,UNITED STATES,0,0,EASTERN MICHIGAN FINANCIAL CORPORATION,EASTERN MI FC,1,FRS,MI
1129494,20171231,8,500,HELENA,UNITED STATES,0,0,"HELENA BANCSHARES, INC.",HELENA BSHRS,1,FRS,AR
1129515,20171231,6,500,PENSACOLA,UNITED STATES,0,UCWIM4F5AFKWKKUPJW90,"FIVE FLAGS BANKS, INC.",FIVE FLAGS BK,1,FRS,FL
1129533,20171231,6,500,AUBURN,UNITED STATES,0,0,"AUBURN NATIONAL BANCORPORATION, INC.",AUBURN NBC,1,FRS,AL
1129542,20171231,6,500,JAMESTOWN,UNITED STATES,0,0,"JAMESTOWN UNION BANCSHARES, INC.",JAMESTOWN UNION BSHRS,1,FRS,TN
1129618,20171231,7,500,LIZTON,UNITED STATES,0,0,LIZTON FINANCIAL CORPORATION,LIZTON FC,1,FRS,IN
1129627,20171231,10,500,EVERGREEN,UNITED STATES,0,0,EVERGREEN BANCORPORATION,EVERGREEN BC,1,FRS,CO
1129672,20171231,8,500,METROPOLIS,UNITED STATES,0,0,"CITY NATIONAL BANKCORP, INC.",CITY NAT BANKCORP,1,FRS,IL
1129681,20171231,6,500,MIAMI,UNITED STATES,0,0,CONTINENTAL BANCORP,CONTINENTAL BC,1,FRS,FL
1129690,20171231,10,500,TULSA,UNITED STATES,0,0,"TRIAD BANCSHARES, INC.",TRIAD BSHRS,1,FRS,OK
1129805,20171231,6,500,EASTMAN,UNITED STATES,0,0,CITIZENS CORPORATION,CITIZENS CORP,1,FRS,GA
1129823,20171231,6,500,FORT WALTON BEACH,UNITED STATES,0,0,"SOUTHERN NATIONAL BANKS, INC.",SOUTHERN NB,1,FRS,FL
1129869,20171231,7,500,DECATUR,UNITED STATES,0,0,"SCB BANCORP, INC.",SCB BC,1,FRS,IL
1129896,20171231,4,500,ANTWERP,UNITED STATES,0,0,"DIAMOND BANCSHARES, INC.",DIAMOND BSHRS,1,FRS,OH
1129944,20171231,7,500,ASHLAND,UNITED STATES,0,0,"WEST CENTRAL BANCSHARES, INC.",WEST CENT BSHRS,1,FRS,IL
1129971,20171231,8,500,BOLIVAR,UNITED STATES,0,0,"MERCHANTS & PLANTERS BANCSHARES, INC.",MERCHANTS & PLANTERS BSHRS,1,FRS,TN
1130098,20171231,7,500,BELVIDERE,UNITED STATES,0,0,"ALPINE BANCORPORATION, INC.",ALPINE BC,1,FRS,IL
