id,date,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state,common_id
1199974,20171231.0,7,500,ELK GROVE VILLAGE,UNITED STATES,1199974,0,FIRST AMERICAN BANK CORPORATION,FIRST AMER BK CORP,1,FRS,IL,1199974.0
1200049,20171231.0,7,500,CLARINDA,UNITED STATES,1200049,0,"WHITMORE COMPANY, INC.",WHITMORE CO,1,FRS,IA,1200049.0
1200067,20171231.0,7,500,MONTEZUMA,UNITED STATES,1200067,0,"ARENDT'S, INC.",ARENDTS,1,FRS,IA,1200067.0
1200124,20171231.0,7,500,MARION,UNITED STATES,1200124,0,"NEIGHBOR INSURANCE AGENCY, INC.",NEIGHBOR INS AGY,1,FRS,IA,1200124.0
1200142,20171231.0,7,500,HAMPTON,UNITED STATES,1200142,0,"A. M. SAYLOR, INCORPORATED",A M SAYLOR,1,FRS,IA,1200142.0
1200179,20171231.0,7,500,TOLEDO,UNITED STATES,1200179,0,TAMA COUNTY ABSTRACT COMPANY,TAMA CTY ABSTRACT CO,1,FRS,IA,1200179.0
1200188,20171231.0,7,500,FARMER CITY,UNITED STATES,1200188,0,"PREMIER BANCORP OF ILLINOIS, INC.",PREMIER BC IL,1,FRS,IL,1200188.0
1200245,20171231.0,7,500,PELLA,UNITED STATES,1200245,0,"PELLA FINANCIAL GROUP, INC.",PELLA FNCL GRP,1,FRS,IA,1200245.0
1200290,20171231.0,7,500,PERRY,UNITED STATES,1200290,0,PERRY INVESTMENT COMPANY,PERRY INV CO,1,FRS,IA,1200290.0
1200311,20171231.0,7,500,MAQUOKETA,UNITED STATES,1200311,0,"OHNWARD BANCSHARES, INC.",OHNWARD BSHRS,1,FRS,IA,1200311.0
1200348,20171231.0,7,500,DAKOTA DUNES,UNITED STATES,1200348,0,SECURITY NATIONAL CORPORATION,SECURITY NAT CORP,1,FRS,SD,1200348.0
1200357,20171231.0,7,500,KNOXVILLE,UNITED STATES,1200357,0,"DUCLARKEE, INC.",DUCLARKEE,1,FRS,IA,1200357.0
1200405,20171231.0,7,500,HARTFORD CITY,UNITED STATES,1200405,0,TOWN FINANCIAL CORPORATION,TOWN FC,1,FRS,IN,1200405.0
1200478,20171231.0,7,500,CARROLL,UNITED STATES,1200478,0,COMMUNITY GRAIN CO.,COMMUNITY GRAIN CO,1,FRS,IA,1200478.0
1200496,20171231.0,7,500,CRESCO,UNITED STATES,1200496,0,HOW-WIN DEVELOPMENT CO.,HOW-WIN DEV CO,1,FRS,IA,1200496.0
1200571,20171231.0,7,500,ATLANTIC,UNITED STATES,1200571,0,WHITNEY CORPORATION OF IOWA,WHITNEY CORP IA,1,FRS,IA,1200571.0
1200629,20171231.0,7,500,ELKADER,UNITED STATES,2208033,0,"LEROY C. DARBY, INC.",LEROY C DARBY,1,FRS,IA,1200629.0
1200665,20171231.0,7,500,SERGEANT BLUFF,UNITED STATES,1200665,0,PIONEER DEVELOPMENT COMPANY,PIONEER DEV CO,1,FRS,IA,1200665.0
1200692,20171231.0,7,500,HARWOOD HEIGHTS,UNITED STATES,1200692,0,"PARKWAY BANCORP, INC.",PARKWAY BC,1,FRS,IL,1200692.0
1200777,20171231.0,7,500,SPENCER,UNITED STATES,1200777,0,"EASTER ENTERPRISES, INC.",EASTER ENT,1,FRS,IA,1200777.0
1200852,20171231.0,7,500,WEST DES MOINES,UNITED STATES,1200852,0,"HY-VEE, INC.",HY-VEE,1,FRS,IA,1200852.0
1200964,20171231.0,7,500,NEWTON,UNITED STATES,1200964,0,"UNITED IOWA BANCSHARES, INC.",UNITED IA BSHRS,1,FRS,IA,1200964.0
1201112,20171231.0,7,500,GLENVIEW,UNITED STATES,1201112,0,CUMMINS-AMERICAN CORP.,CUMMINS-AMER CORP,1,FRS,IL,1201112.0
1201194,20171231.0,7,500,OAK BROOK,UNITED STATES,1201194,0,REPUBLIC BANCORP CO.,REPUBLIC BC CO,1,FRS,IL,1201194.0
1201336,20171231.0,7,500,LONE TREE,UNITED STATES,1203910,0,LONE TREE SERVICE COMPANY,LONE TREE SVC CO,1,FRS,IA,1201336.0
1201363,20171231.0,7,500,MILWAUKEE,UNITED STATES,1201363,0,BANKMANAGERS CORP.,BANKMANAGERS CORP,1,FRS,WI,1201363.0
1201390,20171231.0,7,500,MILFORD,UNITED STATES,1201390,0,"ARTHUR R. MURRAY, INC.",ARTHUR R MURRAY,1,FRS,IL,1201390.0
1201420,20171231.0,7,500,NEW BERLIN,UNITED STATES,1201420,0,M.S. INVESTMENT CO.,M S INV CO,1,FRS,WI,1201420.0
1201439,20171231.0,7,500,SLOAN,UNITED STATES,1201439,0,SLOAN STATE CORPORATION,SLOAN ST CORP,1,FRS,IA,1201439.0
1201448,20171231.0,7,500,WEST LIBERTY,UNITED STATES,1201448,0,"C-B-G, INC.",C-B-G,1,FRS,IA,1201448.0
1201457,20171231.0,7,500,SIOUX CENTER,UNITED STATES,1201457,5493003ZC7SKISBA2026,"AMBANK COMPANY, INC.",AMBANK CO,1,FRS,IA,1201457.0
1201505,20171231.0,7,500,BELLEVUE,UNITED STATES,2307310,0,"BELLEVUE BANCORPORATION, INC.",BELLEVUE BC,1,FRS,IA,1201505.0
1201532,20171231.0,7,500,LA GRANGE,UNITED STATES,1201532,0,"F.N.B.C. OF LA GRANGE, INC.",FNBC LA GRANGE,1,FRS,IL,1201532.0
1201596,20171231.0,7,500,PALO,UNITED STATES,1201596,0,BANKERS EQUITY CORPORATION,BANKERS EQT CORP,1,FRS,IA,1201596.0
1201644,20171231.0,7,500,CHICAGO,UNITED STATES,1201644,0,RUSH-OAK CORPORATION,RUSH-OAK CORP,1,FRS,IL,1201644.0
1201671,20171231.0,7,500,DES MOINES,UNITED STATES,1201671,0,BTC FINANCIAL CORPORATION,BTC FC,1,FRS,IA,1201671.0
1201701,20171231.0,7,500,ROWLEY,UNITED STATES,1201701,0,"SHIELDS AGENCY, INC.",SHIELDS AGY,1,FRS,IA,1201701.0
1201729,20171231.0,7,500,WEST DES MOINES,UNITED STATES,1201729,0,"SSB HOLDING CO., INC.",SSB HC,1,FRS,IA,1201729.0
1201738,20171231.0,7,500,DECORAH,UNITED STATES,1201738,549300AF0QHMIFH3B843,"SECURITY AGENCY, INCORPORATED",SECURITY AGY,1,FRS,IA,1201738.0
1201756,20171231.0,7,500,LAKE VIEW,UNITED STATES,1201756,0,"JEMS, INC.",JEMS,1,FRS,IA,1201756.0
1201804,20171231.0,7,500,WASHINGTON,UNITED STATES,1201804,0,R & B MANAGEMENT CORPORATION,R&B MGMT CORP,1,FRS,IL,1201804.0
1201813,20171231.0,7,500,BOURBONNAIS,UNITED STATES,1201813,0,"ROMY HAMMES, INC.",ROMY HAMMES,1,FRS,IL,1201813.0
1201925,20171231.0,7,500,GRAND RAPIDS,UNITED STATES,1201925,0,INDEPENDENT BANK CORPORATION,INDEPENDENT BK CORP,1,FRS,MI,1201925.0
1201934,20171231.0,7,500,MIDLAND,UNITED STATES,1201934,0,CHEMICAL FINANCIAL CORPORATION,CHEMICAL FC,1,FRS,MI,1201934.0
1201952,20171231.0,7,500,MILFORD,UNITED STATES,1201952,0,MILFORD BANCORPORATION,MILFORD BC,1,FRS,IA,1201952.0
1201989,20171231.0,7,500,ALGONQUIN,UNITED STATES,1201989,0,FIRST ALGONQUIN COMPANY,FIRST ALGONQUIN CO,1,FRS,IL,1201989.0
1202052,20171231.0,7,500,FOND DU LAC,UNITED STATES,1202052,0,NEB CORPORATION,NEB CORP,1,FRS,WI,1202052.0
1202098,20171231.0,7,500,UNION GROVE,UNITED STATES,1202098,0,"UNION BANCORPORATION, INC.",UNION BC,1,FRS,WI,1202098.0
1202119,20171231.0,7,500,CENTERVILLE,UNITED STATES,1202119,0,"BRADLEY BANCORP, INC.",BRADLEY BC,1,FRS,IA,1202119.0
1202258,20171231.0,7,500,AMES,UNITED STATES,1202258,0,AMES NATIONAL CORPORATION,AMES NAT CORP,1,FRS,IA,1202258.0
1202333,20171231.0,7,500,TRAER,UNITED STATES,1202333,254900C10MKN7LIO2L15,"TALEN, INC.",TALEN,1,FRS,IA,1202333.0
1202388,20171231.0,7,500,MITCHELLVILLE,UNITED STATES,1202388,0,"F. S. BANCOR, INC.",F S BANCOR,1,FRS,IA,1202388.0
1202744,20171231.0,7,500,KAUKAUNA,UNITED STATES,1202744,0,"BROGAN BANKSHARES, INC.",BROGAN BSHRS,1,FRS,WI,1202744.0
1202762,20171231.0,7,500,WEST DES MOINES,UNITED STATES,1202762,0,BANK IOWA CORPORATION,BANK IA CORP,1,FRS,IA,1202762.0
1202838,20171231.0,7,500,ATLANTIC,UNITED STATES,1202838,0,ANITA BANCORPORATION,ANITA BC,1,FRS,IA,1202838.0
1202865,20171231.0,7,500,PEWAUKEE,UNITED STATES,1202865,0,"WISCUB, INC.",WISCUB,1,FRS,WI,1202865.0
1202883,20171231.0,7,500,HORICON,UNITED STATES,1202883,0,SWORD FINANCIAL CORPORATION,SWORD FC,1,FRS,WI,1202883.0
1202913,20171231.0,7,500,OSKALOOSA,UNITED STATES,1202913,0,GILMAN INVESTMENT CO.,GILMAN INV CO,1,FRS,IA,1202913.0
1202922,20171231.0,7,500,SANBORN,UNITED STATES,1202922,0,SAN BANCORP,SAN BC,1,FRS,IA,1202922.0
1202986,20171231.0,7,500,PALATINE,UNITED STATES,1202986,0,"NORTHWEST BANCORPORATION OF ILLINOIS, INC.",NORTHWEST BC OF IL,1,FRS,IL,1202986.0
1203022,20171231.0,7,500,BEDFORD,UNITED STATES,1203022,0,"BEDFORD BANCORP, INC.",BEDFORD BC,1,FRS,IA,1203022.0
1203107,20171231.0,7,500,BYRON,UNITED STATES,1203107,0,"BYRON BANCSHARES, INC.",BYRON BSHRS,1,FRS,IL,1203107.0
1203125,20171231.0,10,500,OAKLAND,UNITED STATES,1203125,549300YH3NKDFCE6WK90,"OAKLAND FINANCIAL SERVICES, INC.",OAKLAND FS,1,FRS,IA,1203125.0
1203161,20171231.0,7,500,MOLINE,UNITED STATES,1203161,0,MCLAUGHLIN HOLDING COMPANY,MCLAUGHLIN HC,1,FRS,IL,1203161.0
1203237,20171231.0,7,500,VILLA GROVE,UNITED STATES,1203237,54930032U5URH8J8CZ22,"VILLA GROVE BANCSHARES, INC.",VILLA GROVE BSHRS,1,FRS,IL,1203237.0
1203451,20171231.0,7,500,CARROLL,UNITED STATES,1203451,0,"CARROLL COUNTY BANCSHARES, INC.",CARROLL CTY BSHRS,1,FRS,IA,1203451.0
1203460,20171231.0,7,500,COLESBURG,UNITED STATES,1203460,0,"MARJON BANCORPORATION, INC.",MARJON BC,1,FRS,IA,1203460.0
1203488,20171231.0,7,500,SAC CITY,UNITED STATES,1203488,0,SAC CITY LIMITED,SAC CITY,1,FRS,IA,1203488.0
1203509,20171231.0,7,500,MASON CITY,UNITED STATES,1203509,0,FIRST CITIZENS FINANCIAL CORP.,FIRST CITIZENS FNCL CORP,1,FRS,IA,1203509.0
1203536,20171231.0,7,500,WHITEWATER,UNITED STATES,1203536,0,"WHITEWATER BANCORP., INC.",WHITEWATER BC,1,FRS,WI,1203536.0
1203590,20171231.0,7,500,LANSING,UNITED STATES,1203590,0,"KERNDT BANK SERVICES, INC.",KERNDT BK SVCS,1,FRS,IA,1203590.0
1203602,20171231.0,7,500,CHAMPAIGN,UNITED STATES,1203602,549300X4ZNLYSX7GUY60,FIRST BUSEY CORPORATION,FIRST BUSEY CORP,1,FRS,IL,1203602.0
1203714,20171231.0,7,500,OKOBOJI,UNITED STATES,1203714,0,GOODENOW BANCORPORATION,GOODENOW BC,1,FRS,IA,1203714.0
1203723,20171231.0,7,500,BUFFALO CENTER,UNITED STATES,2630773,0,"KOSS-WINN BANCSHARES, INC.",KOSS-WINN BSHRS,1,FRS,IA,1203723.0
1203769,20171231.0,7,500,STATE CENTER,UNITED STATES,1203769,0,"STATE CENTER FINANCIAL, INC.",STATE CTR FNCL,1,FRS,IA,1203769.0
1203778,20171231.0,7,500,DUBUQUE,UNITED STATES,1203778,0,FIDELITY COMPANY,FIDELITY CO,1,FRS,IA,1203778.0
1203835,20171231.0,7,500,SAC CITY,UNITED STATES,1203835,0,CITIZENS HOLDING COMPANY,CITIZENS HC,1,FRS,IA,1203835.0
1203853,20171231.0,7,500,FOREST PARK,UNITED STATES,1203853,0,FIRST FOREST PARK CORPORATION,FIRST FOREST PARK CORP,1,FRS,IL,1203853.0
1203862,20171231.0,7,500,CLIVE,UNITED STATES,1210730,0,"GREEN CIRCLE INVESTMENTS, INC.",GREEN CIRCLE INV,1,FRS,IA,1203862.0
1203899,20171231.0,7,500,MUSCATINE,UNITED STATES,1203899,0,"CENTRAL BANCSHARES, INC.",CENTRAL BSHRS,1,FRS,IA,1203899.0
1203901,20171231.0,7,500,KENDALLVILLE,UNITED STATES,1203901,0,C&F BANC SHARES CORP.,C&F BANC SHARES CORP,1,FRS,IN,1203901.0
1203910,20171231.0,7,500,CRAWFORDSVILLE,UNITED STATES,1203910,0,COUNTRY BANCORPORATION,COUNTRY BC,1,FRS,IA,1203910.0
1203974,20171231.0,7,500,OAK CREEK,UNITED STATES,1203974,0,TRI CITY BANKSHARES CORPORATION,TRI CITY BSHRS CORP,1,FRS,WI,1203974.0
1204065,20171231.0,7,500,MCHENRY,UNITED STATES,1204065,0,FIRST MCHENRY CORPORATION,FIRST MCHENRY CORP,1,FRS,IL,1204065.0
1204074,20171231.0,7,500,NEKOOSA,UNITED STATES,1204074,0,"NEKOOSA PORT EDWARDS BANCORPORATION, INC.",NEKOOSA PORT EDWARDS BC,1,FRS,WI,1204074.0
1204083,20171231.0,7,500,MOLINE,UNITED STATES,1204083,0,ILLINOIS HOLDING CO.,ILLINOIS HC,1,FRS,IL,1204083.0
1204092,20171231.0,7,500,WEST UNION,UNITED STATES,1204092,0,"FNB BANSHARES, INC.",FNB BSHRS,1,FRS,IA,1204092.0
1204113,20171231.0,7,500,LAURENS,UNITED STATES,1204113,0,"LAURENS BANCORP., LTD.",LAURENS BC,1,FRS,IA,1204113.0
1204177,20171231.0,7,500,SAINT CLAIR SHORES,UNITED STATES,1204177,0,FIRST STATE FINANCIAL CORPORATION,FIRST ST FC,1,FRS,MI,1204177.0
1204195,20171231.0,7,500,KEOSAUQUA,UNITED STATES,2139708,549300JFI5KN5I4ZHB14,VAN BUREN BANCORPORATION,VAN BUREN BC,1,FRS,IA,1204195.0
1204252,20171231.0,7,500,WINTERSET,UNITED STATES,1204252,0,MADISON HOLDING COMPANY,MADISON HC,1,FRS,IA,1204252.0
1204300,20171231.0,7,500,MARINETTE,UNITED STATES,1204300,0,"F & M BANKSHARES, INC.",F&M BSHRS,1,FRS,WI,1204300.0
1204337,20171231.0,7,500,INDEPENDENCE,UNITED STATES,1204337,0,FIDELITY BAN CORPORATION,FIDELITY BAN CORP,1,FRS,IA,1204337.0
1204355,20171231.0,7,500,MARION,UNITED STATES,1204355,0,FAYETTE BANCORPORATION,FAYETTE BC,1,FRS,IA,1204355.0
1204421,20171231.0,7,500,GLENWOOD,UNITED STATES,1204421,0,GLENWOOD BANCORPORATION,GLENWOOD BC,1,FRS,IA,1204421.0
1204430,20171231.0,7,500,LANARK,UNITED STATES,1204430,0,"LANARK BANCSHARES, INC.",LANARK BSHRS,1,FRS,IL,1204430.0
1204467,20171231.0,7,500,SPRINGFIELD,UNITED STATES,1204467,0,"COWDEN BANCORP, INC.",COWDEN BC,1,FRS,IL,1204467.0
1204533,20171231.0,7,500,CAMBRIDGE CITY,UNITED STATES,1204533,0,WAYTRU BANCORP,WAYTRU BC,1,FRS,IN,1204533.0
1204560,20171231.0,7,500,MERRILLVILLE,UNITED STATES,1204560,549300EPPYR62TF65C76,"FIRST BANCSHARES, INC.",FIRST BSHRS,1,FRS,IN,1204560.0
1204609,20171231.0,7,500,SCHAUMBURG,UNITED STATES,1204609,0,"SCHAUMBURG BANCSHARES, INC.",SCHAUMBURG BSHRS,1,FRS,IL,1204609.0
1204618,20171231.0,7,500,NEWMAN,UNITED STATES,1204618,0,LONGVIEW CAPITAL CORPORATION,LONGVIEW CAP CORP,1,FRS,IL,1204618.0
1204627,20171231.0,7,500,CHICAGO,UNITED STATES,1204627,549300W7ODP4YL2H4823,"BYLINE BANCORP, INC.",BYLINE BC,1,FRS,IL,1204627.0
1204720,20171231.0,7,500,TIGERTON,UNITED STATES,1204720,0,"TIGERTON BANCORPORATION, INC.",TIGERTON BC,1,FRS,WI,1204720.0
1204748,20171231.0,7,500,MC FARLAND,UNITED STATES,1204748,0,"NORTHERN BANKSHARES, INC.",NORTHERN BSHRS,1,FRS,WI,1204748.0
1204775,20171231.0,7,500,LINCOLN,UNITED STATES,1204775,0,LINCOLN S.B. CORP.,LINCOLN SB CORP,1,FRS,IL,1204775.0
1204784,20171231.0,7,500,DURANT,UNITED STATES,1204784,0,LIBERTY BANCORPORATION,LIBERTY BC,1,FRS,IA,1204784.0
1204814,20171231.0,7,500,COUNTRYSIDE,UNITED STATES,1204814,0,"SBC, INCORPORATED",SBC,1,FRS,IL,1204814.0
1204832,20171231.0,7,500,WATERLOO,UNITED STATES,1204832,0,"FSB FINANCIAL SERVICES, INC.",FSB FS,1,FRS,IA,1204832.0
1204841,20171231.0,7,500,NORTHWOOD,UNITED STATES,1204841,0,NORTHWOOD FINANCIAL SERVICES CORPORATION,NORTHWOOD FS CORP,1,FRS,IA,1204841.0
1204887,20171231.0,7,500,BELMOND,UNITED STATES,1204887,0,FIRST BELMOND BANCORPORATION,FIRST BELMOND BC,1,FRS,IA,1204887.0
1205017,20171231.0,7,500,BANCROFT,UNITED STATES,1205017,0,"KENNEDY BANCSHARES, INC.",KENNEDY BSHRS,1,FRS,IA,1205017.0
1205026,20171231.0,7,500,WEBSTER CITY,UNITED STATES,1205026,0,VAN DIEST INVESTMENT COMPANY,VAN DIEST INV CO,1,FRS,IA,1205026.0
1205044,20171231.0,7,500,BLOOMFIELD,UNITED STATES,1205044,0,"GARRETT BANCSHARES, LTD.",GARRETT BSHRS,1,FRS,IA,1205044.0
1205062,20171231.0,7,500,IROQUOIS,UNITED STATES,1205062,0,"S & H HOLDINGS, INC.",S&H HOLD,1,FRS,IL,1205062.0
1205101,20171231.0,7,500,BUSSEY,UNITED STATES,1205101,0,TWIN CEDARS BANCORP.,TWIN CEDARS BC,1,FRS,IA,1205101.0
1205156,20171231.0,7,500,MORNING SUN,UNITED STATES,1205156,0,MORNING SUN BANK CORP.,MORNING SUN BK CORP,1,FRS,IA,1205156.0
1205183,20171231.0,7,500,IDA GROVE,UNITED STATES,1205183,0,"IDA GROVE BANCSHARES, INC.",IDA GROVE BSHRS,1,FRS,IA,1205183.0
1205192,20171231.0,7,500,ALPHA,UNITED STATES,1205192,0,"ALPHA BANCO, INC.",ALPHA BANCO,1,FRS,IL,1205192.0
1205222,20171231.0,7,500,ANCHOR,UNITED STATES,2037550,0,"ANCHOR BANCORPORATION, INC.",ANCHOR BC,1,FRS,IL,1205222.0
1205240,20171231.0,7,500,ELDORA,UNITED STATES,1205240,0,HARDIN COUNTY BANCORPORATION,HARDIN CTY BC,1,FRS,IA,1205240.0
1205259,20171231.0,7,500,EVERLY,UNITED STATES,1205259,0,EVERLY BANCORPORATION,EVERLY BC,1,FRS,IA,1205259.0
1205268,20171231.0,7,500,ELGIN,UNITED STATES,1205268,0,"ELGIN BANCSHARES, INC.",ELGIN BSHRS,1,FRS,IL,1205268.0
1205286,20171231.0,7,500,ROACHDALE,UNITED STATES,1205286,0,TRI-COUNTY BANCORP.,TRI-CTY BC,1,FRS,IN,1205286.0
1205325,20171231.0,7,500,PLATTEVILLE,UNITED STATES,1205325,0,"MONTFORT BANCORPORATION, INC.",MONTFORT BC,1,FRS,WI,1205325.0
1205370,20171231.0,7,500,SWAYZEE,UNITED STATES,1205370,0,"GRANT COUNTY STATE BANCSHARES, INC.",GRANT CTY ST BSHRS,1,FRS,IN,1205370.0
1205398,20171231.0,7,500,HIGHLAND PARK,UNITED STATES,1205398,0,BANK OF HIGHLAND PARK FINANCIAL CORP,BANK OF HIGHLAND PK FNCL CORP,1,FRS,IL,1205398.0
1205428,20171231.0,7,500,MELVIN,UNITED STATES,1205428,0,BENZ HOLDING COMPANY,BENZ HC,1,FRS,IA,1205428.0
1205473,20171231.0,7,500,LA CROSSE,UNITED STATES,1205473,0,"BOSSHARD FINANCIAL GROUP, INC.",BOSSHARD FNCL GRP,1,FRS,WI,1205473.0
1205491,20171231.0,7,500,SHENANDOAH,UNITED STATES,1205491,0,CNB CORP,CNB CORP,1,FRS,IA,1205491.0
1205576,20171231.0,7,500,DE WITT,UNITED STATES,1205576,5493002E0BGHU3EXF521,"DE WITT BANCORP, INC.",DE WITT BC,1,FRS,IA,1205576.0
1205585,20171231.0,7,500,FREEPORT,UNITED STATES,1205585,0,"FREEPORT BANCSHARES, INC.",FREEPORT BSHRS,1,FRS,IL,1205585.0
1205594,20171231.0,7,500,MARION,UNITED STATES,1205594,0,"DELHI BANCSHARES, INC.",DELHI BSHRS,1,FRS,IA,1205594.0
1205754,20171231.0,7,500,GREENLEAF,UNITED STATES,1205754,0,"G. W. BANCORP., INC.",G W BC,1,FRS,WI,1205754.0
1205857,20171231.0,7,500,LA CROSSE,UNITED STATES,1205857,0,"MAUSTON BANCORP, INC.",MAUSTON BC,1,FRS,WI,1205857.0
1205905,20171231.0,7,500,JEFFERSON,UNITED STATES,1205905,0,GREENE INVESTMENT CO.,GREENE INV CO,1,FRS,IA,1205905.0
1205923,20171231.0,7,500,BEMENT,UNITED STATES,1205923,0,"BEMENT BANCSHARES, INC.",BEMENT BSHRS,1,FRS,IL,1205923.0
1205950,20171231.0,7,500,GRUNDY CENTER,UNITED STATES,1205950,0,GNB BANCORPORATION,GNB BC,1,FRS,IA,1205950.0
1205996,20171231.0,7,500,GREENFIELD,UNITED STATES,1205996,0,"GREENFIELD BANCSHARES, INC.",GREENFIELD BSHRS,1,FRS,IN,1205996.0
1206014,20171231.0,7,500,WHEATLAND,UNITED STATES,1206014,0,WHEATLAND BANCORPORATION,WHEATLAND BC,1,FRS,IA,1206014.0
1206032,20171231.0,7,500,BURT,UNITED STATES,1206032,0,"BURT BANCSHARES, INC.",BURT BSHRS,1,FRS,IA,1206032.0
1206050,20171231.0,7,500,KENTLAND,UNITED STATES,1206050,0,KENBANCORP,KENBANCORP,1,FRS,IN,1206050.0
1206171,20171231.0,7,500,GRANVILLE,UNITED STATES,1206171,0,"GRANVILLE BANCSHARES, INC.",GRANVILLE BSHRS,1,FRS,IL,1206171.0
1206201,20171231.0,7,500,INDEPENDENCE,UNITED STATES,1206201,0,"INDEPENDENCE BANCSHARES, INC.",INDEPENDENCE BSHRS,1,FRS,IA,1206201.0
1206210,20171231.0,7,500,ELGIN,UNITED STATES,1206210,0,KELLONTO BANKSHARES CORP.,KELLONTO BSHRS,1,FRS,IA,1206210.0
1206313,20171231.0,7,500,EAST LANSING,UNITED STATES,1206313,0,"FIRST NATIONAL BANCSHARES, INC.",FIRST NAT BSHRS,1,FRS,MI,1206313.0
1206368,20171231.0,7,500,BUSHNELL,UNITED STATES,1206368,0,"PRAIRIELAND BANCORP, INC.",PRAIRIELAND BC,1,FRS,IL,1206368.0
1206395,20171231.0,7,500,WAVERLY,UNITED STATES,1206395,0,FIRST OF WAVERLY CORPORATION,FIRST WAVERLY CORP,1,FRS,IA,1206395.0
1206425,20171231.0,7,500,BETHANY,UNITED STATES,1206425,0,"SCOTT BANCSHARES, INC.",SCOTT BSHRS,1,FRS,IL,1206425.0
1206443,20171231.0,7,500,MECHANICSVILLE,UNITED STATES,1827923,0,"MECHANICSVILLE BANCSHARES, INC.",MECHANICSVILLE BSHRS,1,FRS,IA,1206443.0
1206546,20171231.0,7,500,DUBUQUE,UNITED STATES,1206546,549300QF7B0DFZT32C73,"HEARTLAND FINANCIAL USA, INC.",HEARTLAND FNCL USA,1,FRS,IA,1206546.0
1206573,20171231.0,7,500,CANTON,UNITED STATES,1206573,0,"MIDAMERICA NATIONAL BANCSHARES, INC.",MIDAMERICA NAT BSHRS,1,FRS,IL,1206573.0
1206603,20171231.0,7,500,MANHATTAN,UNITED STATES,1206603,0,"MANHATTAN BANCSHARES, INC.",MANHATTAN BSHRS,1,FRS,IL,1206603.0
1206649,20171231.0,7,500,CAMP GROVE,UNITED STATES,1206649,0,"CAMP GROVE BANCORP, INC.",CAMP GROVE BC,1,FRS,IL,1206649.0
1206658,20171231.0,7,500,LARCHWOOD,UNITED STATES,1206658,0,"LARCH BANCORPORATION, INC.",LARCH BC,1,FRS,IA,1206658.0
1206667,20171231.0,7,500,LUDINGTON,UNITED STATES,1206667,0,WEST SHORE BANK CORPORATION,WEST SHORE BK CORP,1,FRS,MI,1206667.0
1206676,20171231.0,7,500,ELLETTSVILLE,UNITED STATES,1206676,0,"ELLETTSVILLE BANCSHARES, INC.",ELLETTSVILLE BSHRS,1,FRS,IN,1206676.0
1206760,20171231.0,7,500,MATTOON,UNITED STATES,1206760,0,"FIRST MID-ILLINOIS BANCSHARES, INC.",FIRST MID-IL BSHRS,1,FRS,IL,1206760.0
1206779,20171231.0,7,500,BELLE PLAINE,UNITED STATES,1206779,0,CHEBELLE CORPORATION,CHEBELLE CORP,1,FRS,IA,1206779.0
1206797,20171231.0,9,500,BRITTON,UNITED STATES,1206797,0,"UPTOWN BANCORPORATION, INC.",UPTOWN BC,1,FRS,SD,1206797.0
1206911,20171231.0,7,500,AURORA,UNITED STATES,1206911,549300XVJC1MPUT81C04,"OLD SECOND BANCORP, INC.",OLD SECOND BC,1,FRS,IL,1206911.0
1207114,20171231.0,7,500,LYNNVILLE,UNITED STATES,1207114,0,FIRST STATE BANK HOLDING COMPANY,FIRST ST BHC,1,FRS,IA,1207114.0
1207132,20171231.0,7,500,MUKWONAGO,UNITED STATES,1207132,549300W5FM7FW7TNJ843,"CITIZENS BANK HOLDING, INC.",CITIZENS BK HOLD,1,FRS,WI,1207132.0
1207178,20171231.0,7,500,EARLVILLE,UNITED STATES,1207178,0,"NBE BANCSHARES, INC.",NBE BSHRS,1,FRS,IL,1207178.0
1207208,20171231.0,7,500,MOORESVILLE,UNITED STATES,1207208,0,CITBA FINANCIAL CORPORATION,CITBA FC,1,FRS,IN,1207208.0
1207338,20171231.0,7,500,INVERNESS,UNITED STATES,1207338,0,SOUTHERN WISCONSIN BANCSHARES CORPORATION,SOUTHERN WI BSHRS CORP,1,FRS,IL,1207338.0
1207392,20171231.0,7,500,GRAND RAPIDS,UNITED STATES,1207392,2549004TWBRE8IJ7DZ18,UNITED BANK FINANCIAL CORPORATION,UNITED BK FC,1,FRS,MI,1207392.0
1207431,20171231.0,7,500,FORT DODGE,UNITED STATES,1207431,254900OBQ13SDBYUNS44,"STARK BANK GROUP, LTD.",STARK BK GRP,1,FRS,IA,1207431.0
1207459,20171231.0,7,500,NEW BERLIN,UNITED STATES,1207459,0,"WB BANCORP, INC.",WB BC,1,FRS,IL,1207459.0
1207468,20171231.0,7,500,WASHINGTON,UNITED STATES,1207468,0,"W.S.B., INC.",WSB,1,FRS,IA,1207468.0
1207486,20171231.0,7,500,CHICAGO,UNITED STATES,1207486,0,MARQUETTE NATIONAL CORPORATION,MARQUETTE NAT CORP,1,FRS,IL,1207486.0
1207516,20171231.0,7,500,LA CROSSE,UNITED STATES,1207516,0,"OREGON BANCORP, INC.",OREGON BC,1,FRS,WI,1207516.0
1207552,20171231.0,7,500,BROWNSBURG,UNITED STATES,1207552,0,MIDSTATE FINANCIAL CORPORATION,MIDSTATE FC,1,FRS,IN,1207552.0
1207561,20171231.0,7,500,VIROQUA,UNITED STATES,1207561,0,"FIRSNABANCO, INC.",FIRSNABANCO,1,FRS,WI,1207561.0
