source,id,lender_TopName,Match_Type,highest_parent_id,RSSD,CU_NAME,notice,name,entity,permco,dt_start,dt_end
3.0,366573,ALASKA USA FEDERAL CREDIT UNION,Credit Union,366573,366573.0,GLOBAL,,,,,,
1.0,367392,ALLIANT CREDIT UNION,Credit Union,367392,367392.0,ALLIANT,,,,,,
3.0,368492,WRIGHTPATT CREDIT UNION INC,Credit Union,368492,368492.0,"WRIGHT-PATT CREDIT UNION, INC.",,,,,,
3.0,3694026,PARKSIDE FNCL,BHC,3694026,,,,,,,,
1.0,3695667,SILVERGATE CAPITAL CORPORATION,BHC,3695667,,,,,,,,
1.0,3721511,OCULINA BANC CORP,BHC,3721511,,,,,,,,
1.0,3735152,FIRST STATE BANCORPORATION INC,BHC,3735152,,,,,,,,
1.0,373795,USF FEDERAL CREDIT UNION,Credit Union,373795,373795.0,USF FEDERAL CREDIT UNION,,,,,,
1.0,3744239,ALLEGIANCE BANCSHARES INC,BHC,3744239,,,,Allegiance Bancshares Inc,3744239,55451,20151030,20161231
1.0,3792687,TIAA BOARD OF OVERSEERS,No Match,3792687,,,,,,,,
1.0,3802278,LWCBANCORP INC,BHC,3802278,,,,,,,,
1.0,3808113,BOSP BANCSHARES INC,BHC,3808113,,,,,,,,
1.0,3814310,AXOS FINANCIAL INC,BHC,3814310,,,,"Bofi Holding, Inc.",3814310,46441,20050331,20161231
1.0,3815157,RAYMOND JAMES FINANCIAL INC,BHC,3815157,,,,"Raymond James Financial, Inc.",3815157,6137,19940513,20161231
3.0,3823031,SWS GRP,No Match,3823031,,,,"Sws Group, Inc.",3823031,11148,20000428,20141231
3.0,3835164,SILVER QUEEN FS,BHC,3835164,,,,,,,,
1.0,3837962,AXIOM BANCSHARES INC,BHC,3837962,,,,,,,,
1.0,3840029,ATLANTIC COAST FINANCIAL CORPORATION,BHC,3840029,,,,Atlantic Coast Financial Corporation,3840029,45707,20041029,20161231
3.0,3842649,BENEFICIAL STATE FOUNDATION,BHC,3842649,,,,,,,,
3.0,3842658,FIRST FOUNDATION INC,BHC,3842658,,,,First Foundation Inc,3842658,55109,20141128,20161231
3.0,3843507,HOMESTREET INC,BHC,3843507,,,,"Homestreet, Inc.",3843507,54001,20120229,20161231
1.0,3844269,WSFS FINANCIAL CORPORATION,BHC,3844269,,,,Wsfs Financial Corporation,3844269,8766,19880721,20161231
1.0,3846405,FIRST FEDERAL BANCORP MHC,BHC,3846405,,,,,,,,
1.0,3846601,FOX CHASE BC,No Match,3846601,,,,"Fox Chase Bancorp, Inc.",3846601,51309,20061031,20160630
1.0,3866878,MCHENRY BANCORP INC,BHC,3866878,,,,,,,,
1.0,3869806,DIRECT MORTGAGE CORPORATION,No Match,3869806,,,,,,,,
1.0,3870679,ROCKET MORTGAGE,No Match,3870679,,,,,,,,
2.0,3873401,PHH HOME LOANS,No Match,3873401,,,,,,,,
1.0,3875179,SIERRA PACIFIC MORTGAGE CO INC,No Match,3875179,,,,,,,,
3.0,3875713,SUN WEST MORTGAGE COMPANY INC,No Match,3875713,,,,,,,,
1.0,3881732,THE MONEY SOURCE,No Match,3881732,,,,,,,,
1.0,3882515,FIRST GUARANTY MORTGAGE CORPORATION,No Match,3882515,,,,,,,,
1.0,3919756,GEORGETOWN BANCORP INC,No Match,3919756,,,,"Georgetown Bancorp, Inc.",3919756,54148,20120711,20161231
1.0,3921816,COMMUNITY FIRST FINANCIAL CORPORATION,BHC,3921816,,,,,,,,
1.0,3922466,WASHINGTONFIRST BANKSHARES INC,BHC,3922466,,,,Washingtonfirst Bankshares,3922466,54285,20121231,20161231
1.0,3929821,TALL CITY BSHRS,BHC,3929821,,,,,,,,
1.0,3944628,FCB FINANCIAL HOLDINGS INC,BHC,3944628,,,,Fcb Financial Holdings Inc,3944628,54983,20140829,20161231
1.0,3949593,NEWREZ LLC,No Match,3949593,,,,,,,,
1.0,3952191,360 MORTGAGE GROUP LLC,No Match,3952191,,,,,,,,
3.0,3955491,PACIFIC UNION FINANCIAL LLC,No Match,3955491,,,,,,,,
3.0,3962350,ANN ARBOR BANCORP INC,BHC,3962350,,,,,,,,
1.0,3975770,CARLILE BANCSHARES INC,No Match,3975770,,,,,,,,
1.0,4028712,BANKUNITED INC,BHC,4028712,,,,"Bankunited, Inc.",4028712,53647,20110131,20161231
1.0,4036324,STATE BANK FINANCIAL CORPORATION,BHC,4036324,,,,State Bank Financial Corporation,4036324,53729,20110429,20161231
1.0,4090054,INVESTAR HOLDING CORPORATION,BHC,4090054,,,,Investar Holding Corp,4090054,54959,20140731,20161231
1.0,4105266,VERITEX HOLDINGS INC,BHC,4105266,,,,Veritex Holdings Inc,4105266,55085,20141031,20161231
3.0,4114567,FIRST REPUBLIC BANK,Call_Parent,4114567,,,,First Republic Bank,4114567,53609,20101231,20161231
1.0,4132169,PNBK SPONSOR LLC,BHC,4132169,,,,,,,,
1.0,4156679,CAPGEN CAPITAL GROUP VI LLC,No Match,4156679,,,,,,,,
3.0,416197,VERIDIAN CREDIT UNION,Credit Union,416197,416197.0,VERIDIAN,,,,,,
1.0,4176855,RBB BANCORP,BHC,4176855,,,,,,,,
1.0,4183442,STANDARD AVB FINANCIAL CORP,BHC,4183442,,,,Standard Financial Corporation,4183442,53545,20101029,20130930
1.0,4191465,VIEWPOINT FNCL GRP,BHC,4191465,,,,"Viewpoint Financial Group, Inc.",4191465,51319,20100706,20161231
1.0,4199229,WOODFOREST FINANCIAL GROUP INC,No Match,4199229,,,,,,,,
1.0,4224000,MP (THRIFT) LLC,No Match,4224000,,,,,,,,
1.0,4231585,SP BC,No Match,4231585,,,,,,,,
3.0,4265740,SHIRLEY E HICKMAN TR,No Match,4265740,,,,,,,,
3.0,427287,DESCO FEDERAL CREDIT UNION,Credit Union,427287,427287.0,DESCO,,,,,,
1.0,4284536,CUSTOMERS BANCORP INC,BHC,4284536,,,,Customers Bancorp Inc,4284536,54408,20130531,20161231
1.0,4298711,PROVIDENT BANCORP INC,BHC,4298711,,,,,,,,
2.0,4320256,SEFCU SERVICES LLC,No Match,4320256,,,,,,,,
1.0,4323912,SWBC MORTGAGE CORPORATION,No Match,4323912,,,,,,,,
3.0,4347208,FS BANCORP INC,BHC,4347208,,,,,,,,
1.0,4353049,FINANCIAL SVCS HC,BHC,4353049,,,,,,,,
1.0,4366003,HOMETRUST BANCSHARES INC,BHC,4366003,,,,"Hometrust Bancshares, Inc.",4366003,54151,20120731,20161231
3.0,4389329,CRB GROUP INC,BHC,4389329,,,,,,,,
3.0,443193,CREDIT UNION ONE,Credit Union,443193,443193.0,CREDIT UNION ONE,,,,,,
1.0,4434443,LAPORTE BC,No Match,4434443,,,,,,,,
1.0,4440248,FIRST GREEN BANCORP INC,BHC,4440248,,,,,,,,
3.0,448077,TRUECORE FEDERAL CREDIT UNION,Credit Union,448077,448077.0,TRUECORE,,,,,,
1.0,4517261,VIRGINIA NATIONAL BANKSHARES CORPORATION,BHC,4517261,,,,,,,,
1.0,4517298,PARK CITIES FNCL GRP,BHC,4517298,,,,,,,,
3.0,4523431,WATERSTONE FINANCIAL INC,BHC,4523431,,,,Waterstone Financial Inc,4523431,47887,20140123,20161231
3.0,4564724,ADAMS DAIRY BANCSHARES INC,BHC,4564724,,,,,,,,
1.0,4647494,PROFESSIONAL HOLDING CORP,BHC,4647494,,,,,,,,
1.0,472782,UMASSFIVE COLLEGE FEDERAL CREDIT UNION,Credit Union,472782,472782.0,UMASSFIVE COLLEGE,,,,,,
3.0,474487,ENTRUST FINANCIAL CREDIT UNION,No Match,474487,,,,,,,,
1.0,478672,ABD FEDERAL CREDIT UNION,Credit Union,478672,478672.0,A.B.D.,,,,,,
1.0,4795461,UBS GROUP AG,No Match,4795461,,,,,,,,
1.0,479585,PRINCE GEORGES COMMUNITY FCU,Credit Union,479585,479585.0,PRINCE GEORGE'S COMMUNITY,,,,,,
3.0,4809920,GREAT WESTERN BANCORP INC,BHC,4809920,,,,Great Western Bancorp Inc,4809920,55050,20141031,20161231
1.0,4859596,HURON VALLEY BC,BHC,4859596,,,,,,,,
1.0,4875907,FVCBANKCORP INC,BHC,4875907,,,,,,,,
3.0,4876838,PUGET SOUND BC,BHC,4876838,,,,,,,,
1.0,48879,CHIEF FINANCIAL FEDERAL CREDIT UNION,Credit Union,48879,48879.0,CHIEF FINANCIAL,,,,,,
2.0,494261,PACIFIC WESTERN BANK,Call_Subsidiary,2875332,,,,Pacwest Bancorp,2875332,37718,20000630,20161231
1.0,4970802,SLHC TRUST THE,No Match,4970802,,,,,,,,
2.0,4973353,HARBORONE BANCORP INC,BHC,4973353,,,,,,,,
1.0,4980409,OP BANCORP,BHC,4980409,,,,,,,,
1.0,4981648,MARQUIS BC,BHC,4981648,,,,,,,,
1.0,4991076,SMITH & HOOD HOLDING COMPANY LLC,BHC,4991076,,,,,,,,
1.0,499275,DEMOCRACY FEDERAL CREDIT UNION,Credit Union,499275,499275.0,DEMOCRACY,,,,,,
1.0,501794,DAY AIR CREDIT UNION,Credit Union,501794,501794.0,DAY AIR,,,,,,
1.0,5165070,PB FINANCIAL CORPORATION,No Match,5165070,,,,,,,,
1.0,5213690,DIAMOND HTH STOCK COMPANY GP LLC,No Match,5213690,,,,,,,,
1.0,524494,COMMUNITYAMERICA CREDIT UNION,Credit Union,524494,524494.0,COMMUNITYAMERICA,,,,,,
3.0,524775,TRANSPORTATION FCU,Credit Union,524775,524775.0,TRANSPORTATION,,,,,,
1.0,5292,LINCOLN PARK COMMUNITY CU,Credit Union,5292,5292.0,LINCOLN PARK COMMUNITY,,,,,,
1.0,5331286,PLAINS COMMERCE FINANCIAL INC,No Match,5331286,,,,,,,,
3.0,54094,PREMIER FINANCIAL CREDIT UNION,Credit Union,54094,54094.0,PREMIER FINANCIAL,,,,,,
3.0,544474,FEDFINANCIAL FCU,Credit Union,544474,544474.0,FEDFINANCIAL,,,,,,
3.0,549170,INFIRST FEDERAL CREDIT UNION,Credit Union,549170,549170.0,INFIRST,,,,,,
3.0,572972,INTERIOR FEDERAL CREDIT UNION,Credit Union,572972,572972.0,DEPARTMENT OF THE INTERIOR,,,,,,
1.0,574275,ANDREWS FEDERAL CREDIT UNION,Credit Union,574275,574275.0,ANDREWS FEDERAL CREDIT UNION,,,,,,
3.0,575179,WASHINGTON GAS LIGHT FCU,Credit Union,575179,575179.0,TRUENERGY,,,,,,
1.0,578684,UKRAINIAN SELFRELIANCE MICHIGA,Credit Union,578684,578684.0,UKRAINIAN SELFRELIANCE MICHIGAN,,,,,,
3.0,605085,AGRICULTURE FEDERAL CREDIT UNION,Credit Union,605085,605085.0,AGRICULTURE,,,,,,
3.0,608198,WSECU,Credit Union,608198,608198.0,WASHINGTON STATE EMPLOYEES,,,,,,
3.0,625775,CHESSIE FEDERAL CREDIT UNION,Credit Union,625775,625775.0,CHESSIE,,,,,,
1.0,632858,FRONTIER STATE BANK,Call_Parent,632858,,,,,,,,
1.0,637778,COASTLINE FEDERAL CREDIT UNION,Credit Union,637778,637778.0,COASTLINE,,,,,,
1.0,656685,COLUMBINE FCU,Credit Union,656685,656685.0,COLUMBINE,,,,,,
1.0,656694,GOLDENWEST,Credit Union,656694,656694.0,GOLDENWEST,,,,,,
1.0,662293,PSE CREDIT UNION INC,Credit Union,662293,662293.0,"PSE CREDIT UNION, INC.",,,,,,
1.0,678098,DUPONT COMMUNITY CREDIT UNION,Credit Union,678098,678098.0,DUPONT COMMUNITY,,,,,,
1.0,681490,FIRSTMARK CREDIT UNION,Credit Union,681490,681490.0,FIRSTMARK,,,,,,
3.0,692085,POLICE FEDERAL CREDIT UNION,Credit Union,692085,692085.0,POLICE,,,,,,
1.0,695376,FIRST SOURCE FEDERAL CREDIT UNION,Credit Union,695376,695376.0,FIRST SOURCE,,,,,,
3.0,696391,BLUCURRENT CREDIT UNION,Credit Union,696391,696391.0,BLUCURRENT,,,,,,
3.0,706290,SALAL CREDIT UNION,Credit Union,706290,706290.0,SALAL,,,,,,
1.0,725385,ROGUE CREDIT UNION,Credit Union,725385,725385.0,ROGUE,,,,,,
1.0,73376,FDIC FCU,No Match,73376,,,,,,,,
3.0,734284,TOPSIDE FEDERAL CREDIT UNION,Credit Union,734284,734284.0,TOPSIDE,,,,,,
1.0,742793,COMMUNITY DRIVEN CREDIT UNION,No Match,742793,,,,,,,,
1.0,792172,COMMONWEALTH ONE FEDERAL CREDIT UNION,Credit Union,792172,792172.0,COMMONWEALTH ONE,,,,,,
1.0,794091,LAKE TRUST CREDIT UNION,Credit Union,794091,794091.0,LAKE TRUST,,,,,,
3.0,802370,ENERGY FEDERAL CREDIT UNION,No Match,802370,,,,,,,,
1.0,807085,JOURNEY FEDERAL CREDIT UNION,Credit Union,807085,807085.0,JOURNEY,,,,,,
1.0,816984,THE FOCUS FEDERAL CREDIT UNION,Credit Union,816984,816984.0,THE FOCUS,,,,,,
1.0,823795,OUR CREDIT UNION,Credit Union,823795,823795.0,OUR,,,,,,
1.0,841397,KIMBERLY MILAMGIVHAN,Credit Union,841397,841397.0,DIVERSIFIED MEMBERS,,,,,,
1.0,899576,THREE RIVERS FEDERAL CREDIT UNION,Credit Union,899576,899576.0,THREE RIVERS,,,,,,
1.0,902999,CHRISTIAN FINANCIAL CREDIT UNION,Credit Union,902999,902999.0,CHRISTIAN FINANCIAL,,,,,,
1.0,908889,ITHINK FINANCIAL CREDIT UNION,Credit Union,908889,908889.0,ITHINK FINANCIAL,,,,,,
3.0,910181,NASA FEDERAL CREDIT UNION,Credit Union,910181,910181.0,NASA,,,,,,
1.0,939191,VALLEYSTAR CREDIT UNION,Credit Union,939191,939191.0,VALLEYSTAR,,,,,,
1.0,939285,US POSTAL SERVICE FEDERAL CREDIT UNION,Credit Union,939285,939285.0,U S POSTAL SERVICE,,,,,,
3.0,948296,PARTNERSHIP FINANCIAL CREDIT UNION,Credit Union,948296,948296.0,PARTNERSHIP FINANCIAL,,,,,,
1.0,95051,ONE AMERICAN BANK,Call_Parent,95051,,,,,,,,
3.0,967699,MIDUSA CREDIT UNION,Credit Union,967699,967699.0,MYUSA,,,,,,
3.0,971986,REACH FEDERAL CREDIT UNION,No Match,971986,,,,,,,,
3.0,978471,UNITED STATES SENATE FEDERAL CREDIT UNION,Credit Union,978471,978471.0,UNITED STATES SENATE,,,,,,
1.0,986177,ADVIA CREDIT UNION,Credit Union,986177,986177.0,ADVIA,,,,,,
1.0,989383,WALLED LAKE SCHOOL EMPLOYEES FEDERAL CREDIT UNION,Credit Union,989383,989383.0,WALLED LAKE SCHOOLS,,,,,,
