source,lender_TopRSSDID,lender_TopName,normalized_name,id,date,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state,normalized_name_x,fuzzy_matched_name_fr,fuzzy_matched_name_call,normalized_name_y
3.0,2360454,STOCKMENS FINANCIAL CORPORATION,stockmens financial corporation,2360454,20171231,10,500,RAPID CITY,UNITED STATES,3796902,54930070TYG3FVTEL560,STOCKMENS FINANCIAL CORPORATION,STOCKMENS FC,1,FRS,SD,,,,
1.0,2380443,GOLDMAN SACHS GROUP INC THE,goldman sachs group incorporated the,2380443,20171231,2,700,NEW YORK,UNITED STATES,0,784F5XWPLTWKTBV3E584,"GOLDMAN SACHS GROUP, INC., THE",GOLDMAN SACHS GROUP THE,1,FRS,NY,,,,
1.0,2393274,FLUSHING FINANCIAL CORPORATION,flushing financial corporation,2393274,20171231,2,500,UNIONDALE,UNITED STATES,0,0,FLUSHING FINANCIAL CORPORATION,FLUSHING FC,1,FRS,NY,,,,
1.0,2402813,MAGNOLIA BANCORP INC,magnolia bancorp incorporated,2402813,20171231,4,500,MAGNOLIA,UNITED STATES,0,0,"MAGNOLIA BANCORP, INC.",MAGNOLIA BC,1,FRS,OH,,,,
1.0,2490575,OFG BANCORP,ofg bancorp,2490575,20171231,2,500,SAN JUAN,PUERTO RICO,0,0,OFG BANCORP,OFG BC,1,FRS,PR,,,,
1.0,2494153,HOMETOWN FINANCIAL GROUP INC,hometown financial group incorporated,2494153,20171231,7,500,FLANAGAN,UNITED STATES,0,0,"HOMETOWN FINANCIAL GROUP, INC.",HOMETOWN FNCL GRP,1,FRS,IL,,,,
1.0,2494153,HOMETOWN FINANCIAL GROUP INC,hometown financial group incorporated,3728958,20171231,1,500,EASTHAMPTON,UNITED STATES,3728930,0,"HOMETOWN FINANCIAL GROUP, INC",HOMETOWN FNCL GRP,1,FRS,MA,,,,
2.0,2507790,CAROLINA FINANCIAL CORPORATION,carolina financial corporation,2507790,20171231,5,500,CHARLESTON,UNITED STATES,0,0,CAROLINA FINANCIAL CORPORATION,CAROLINA FC,1,FRS,SC,,,,
1.0,2523389,COMMUNITY FINANCIAL CORPORATION THE,community financial corporation the,2523389,20171231,5,500,WALDORF,UNITED STATES,0,0,"COMMUNITY FINANCIAL CORPORATION, THE",COMMUNITY FC,1,FRS,MD,,,,
3.0,2571120,COLUMBIA BANK MHC,columbia bank mhc,2571120,20171231,3,500,FAIR LAWN,UNITED STATES,0,0,COLUMBIA BANK MHC,COLUMBIA BK MHC,6,FRS,NJ,,,,
2.0,2582827,NORTHWAY FINANCIAL INC,northway financial incorporated,2582827,20171231,1,500,NORTH CONWAY,UNITED STATES,0,5493006VN282B4KCIN50,"NORTHWAY FINANCIAL, INC.",NORTHWAY FNCL,1,FRS,NH,,,,
1.0,2589732,KINDERHOOK BANK CORP,kinderhook bank corporation,2589732,20171231,2,500,KINDERHOOK,UNITED STATES,0,549300L79UZB0KDTXC31,KINDERHOOK BANK CORP.,KINDERHOOK BK CORP,1,FRS,NY,,,,
1.0,2609975,OCEANFIRST FINANCIAL CORP,oceanfirst financial corporation,2609975,20171231,3,500,TOMS RIVER,UNITED STATES,0,0,OCEANFIRST FINANCIAL CORP.,OCEANFIRST FNCL CORP,1,FRS,NJ,,,,
2.0,2623430,NARRAGANSETT FINANCIAL CORP,narragansett financial corporation,2623430,20171231,1,500,SWANSEA,UNITED STATES,0,0,NARRAGANSETT FINANCIAL CORP,NARRAGANSETT FNCL CORP,6,FRS,MA,,,,
1.0,2630746,UNITY BANCSHARES LLC,unity bancshares llc,2630746,20171231,8,500,SAINT LOUIS,UNITED STATES,0,0,"UNITY BANCSHARES, L.L.C.",UNITY BSHRS LLC,11,FRS,MO,,,,
1.0,2706735,TEXAS CAPITAL BANCSHARES INC,texas capital bancshares incorporated,2706735,20171231,11,500,DALLAS,UNITED STATES,0,549300466Q2SXRX0YM48,"TEXAS CAPITAL BANCSHARES, INC.",TEXAS CAP BSHRS,1,FRS,TX,,,,
2.0,2734233,EAST WEST BANCORP INC,east west bancorp incorporated,2734233,20171231,12,500,PASADENA,UNITED STATES,0,0,"EAST WEST BANCORP, INC.",EAST WEST BC,1,FRS,CA,,,,
1.0,2737814,NORTHPOINTE BANCSHARES INC,northpointe bancshares incorporated,2737814,20171231,7,500,GRAND RAPIDS,UNITED STATES,0,0,"NORTHPOINTE BANCSHARES, INC.",NORTHPOINTE BSHRS,1,FRS,MI,,,,
3.0,2747644,UMPQUA HOLDINGS CORPORATION,umpqua holdings corporation,2747644,20171231,12,500,PORTLAND,UNITED STATES,0,0,UMPQUA HOLDINGS CORPORATION,UMPQUA HC,1,FRS,OR,,,,
1.0,2784920,1ST CONSTITUTION BANCORP,1st constitution bancorp,2784920,20171231,2,500,CRANBURY,UNITED STATES,0,0,1ST CONSTITUTION BANCORP,1ST CONSTITUTION BC,1,FRS,NJ,,,,
1.0,2900261,HANMI FINANCIAL CORPORATION,hanmi financial corporation,2900261,20171231,12,500,LOS ANGELES,UNITED STATES,0,549300MSZ7RCG7EA6587,HANMI FINANCIAL CORPORATION,HANMI FC,1,FRS,CA,,,,
1.0,2931331,FARMERS AND MERCHANTS BANCSHARES INC,farmers and merchants bancshares incorporated,2178631,20171231,7,500,BURLINGTON,UNITED STATES,0,0,"FARMERS AND MERCHANTS BANCSHARES, INC.",FARMERS & MRCH BSHRS,1,FRS,IA,,,,
1.0,2937100,CONNECTICUT MUTUAL HOLDING COMPANY,connecticut mutual holding company,2937100,20171231,1,500,WINSTED,UNITED STATES,0,0,CONNECTICUT MUTUAL HOLDING COMPANY,CONNECTICUT MUTUAL HOLDING CO,6,FRS,CT,,,,
3.0,2961879,HOPE BANCORP INC,hope bancorp incorporated,2961879,20171231,12,500,LOS ANGELES,UNITED STATES,0,0,"HOPE BANCORP, INC.",HOPE BC,1,FRS,CA,,,,
3.0,2976396,SIERRA BANCORP,sierra bancorp,2976396,20171231,12,500,PORTERVILLE,UNITED STATES,0,0,SIERRA BANCORP,SIERRA BC,1,FRS,CA,,,,
1.0,3010288,C B & T BANCSHARES INC,c b t bancshares incorporated,3010288,20171231,11,500,VIVIAN,UNITED STATES,0,0,"C B & T BANCSHARES, INC.",CB&T BSHRS,1,FRS,LA,,,,
1.0,3016338,GEORGIA BANKING COMPANY INC,georgia banking company incorporated,3016338,20171231,6,500,ATLANTA,UNITED STATES,0,0,"GEORGIA BANKING COMPANY, INC.",GEORGIA BKG CO,1,FRS,GA,,,,
1.0,3035227,JSA FAMILY LIMITED PARTNERSHIP,jsa family limited partnership,3035227,20171231,11,500,JACKSONVILLE,UNITED STATES,0,0,JSA FAMILY LIMITED PARTNERSHIP,JSA FAM LP,3,FRS,TX,,,,
1.0,3063622,STIFEL FINANCIAL CORP,stifel financial corporation,3063622,20171231,8,500,SAINT LOUIS,UNITED STATES,0,549300E5F07FE5GHJX84,STIFEL FINANCIAL CORP.,STIFEL FNCL CORP,1,FRS,MO,,,,
1.0,3083291,STERLING BANCORP,sterling bancorp,3083291,20171231,2,500,MONTEBELLO,UNITED STATES,0,0,STERLING BANCORP,STERLING BC,1,FRS,NY,,,,
1.0,3109904,ACCESS NATIONAL CORPORATION,access national corporation,3109904,20171231,5,500,RESTON,UNITED STATES,0,0,ACCESS NATIONAL CORPORATION,ACCESS NAT CORP,1,FRS,VA,,,,
1.0,3140288,INDEPENDENT BANK GROUP INC,independent bank group incorporated,3140288,20171231,11,500,MCKINNEY,UNITED STATES,0,0,"INDEPENDENT BANK GROUP, INC.",INDEPENDENT BK GRP,1,FRS,TX,,,,
1.0,3153130,BANC OF CALIFORNIA INC,banc of california incorporated,3153130,20171231,12,500,SANTA ANA,UNITED STATES,0,549300ZKWUJDP6LJ1X87,"BANC OF CALIFORNIA, INC.",BANC OF CA,1,FRS,CA,,,,
1.0,3211601,MVB FINANCIAL CORP,mvb financial corporation,3211601,20171231,5,500,FAIRMONT,UNITED STATES,0,549300KSUQ2FUU1X2O74,MVB FINANCIAL CORP.,MVB FC,1,FRS,WV,,,,
1.0,3223828,FLORIDA CAPITAL GROUP INC,florida capital group incorporated,3223828,20171231,6,500,JACKSONVILLE,UNITED STATES,0,0,"FLORIDA CAPITAL GROUP, INC.",FLORIDA CAP GRP,1,FRS,FL,,,,
1.0,3233126,TRIUMPH BANCORP INC,triumph bancorp incorporated,3233126,20171231,11,500,DALLAS,UNITED STATES,0,5493003RNRMEVYDZ1Q52,"TRIUMPH BANCORP, INC.",TRIUMPH BC,1,FRS,TX,,,,
1.0,3242838,REGIONS FINANCIAL CORPORATION,regions financial corporation,3242838,20171231,6,500,BIRMINGHAM,UNITED STATES,0,CW05CS5KW59QTC0DG824,REGIONS FINANCIAL CORPORATION,REGIONS FC,1,FRS,AL,,,,
1.0,3249109,FIRST TRUST FINANCIAL CORP,first trust financial corporation,2156451,20171231,8,500,CLINTON,UNITED STATES,0,0,FIRST TRUST FINANCIAL CORPORATION,FIRST TR FINANCIAL CORP,1,FRS,KY,,,,
1.0,3249109,FIRST TRUST FINANCIAL CORP,first trust financial corporation,3249109,20171231,7,500,KANKAKEE,UNITED STATES,0,0,FIRST TRUST FINANCIAL CORP.,FIRST TR FC,1,FRS,IL,,,,
1.0,3253825,LAKEVIEW BANCORPORATION INC,lakeview bancorporation incorporated,3253825,20171231,9,500,LAKEVILLE,UNITED STATES,0,0,"LAKEVIEW BANCORPORATION, INC.",LAKEVIEW BC,1,FRS,MN,,,,
1.0,3274727,COASTALSOUTH BANCSHARES INC,coastalsouth bancshares incorporated,3274727,20171231,5,500,HILTON HEAD ISLAND,UNITED STATES,0,5493006BUH6IGMGU0H14,"COASTALSOUTH BANCSHARES, INC.",COASTALSOUTH BSHRS,1,FRS,SC,,,,
1.0,3325740,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC,southern national bancorp of virginia incorporated,3325740,20171231,5,500,MC LEAN,UNITED STATES,0,549300JNX3M2EENG1F11,"SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.",SOUTHERN NAT BC OF VA INC,1,FRS,VA,,,,
1.0,3344312,TRADITION BANCSHARES INC,tradition bancshares incorporated,3344312,20171231,9,500,EDINA,UNITED STATES,0,0,"TRADITION BANCSHARES, INC.",TRADITION BSHRS,1,FRS,MN,,,,
1.0,3356632,WESTERN ILLINOIS BANCSHARES INC,western illinois bancshares incorporated,3356632,20171231,7,500,MONMOUTH,UNITED STATES,0,0,"WESTERN ILLINOIS BANCSHARES, INC.",WESTERN IL BSHRS,1,FRS,IL,,,,
1.0,3450521,EVERGREEN BANCSHARES INC,evergreen bancshares incorporated,1134797,20171231,8,500,CROSSETT,UNITED STATES,0,0,"EVERGREEN BANCSHARES, INC.",EVERGREEN BSHRS,1,FRS,AR,,,,
1.0,3474835,GREEN BANCORP INC,green bancorp incorporated,3474835,20171231,11,500,HOUSTON,UNITED STATES,0,549300YIAJ7MI1E65N94,"GREEN BANCORP, INC.",GREEN BC,1,FRS,TX,,,,
1.0,3489594,PACIFIC PREMIER BANCORP INC,pacific premier bancorp incorporated,3489594,20171231,12,500,IRVINE,UNITED STATES,0,549300Q1KIC3KLI0XG98,"PACIFIC PREMIER BANCORP, INC.",PACIFIC PREMIER BC,1,FRS,CA,,,,
1.0,3530786,MERCHANTS BANCORP,merchants bancorp,3530786,20171231,7,500,CARMEL,UNITED STATES,0,0,MERCHANTS BANCORP,MERCHANTS BC,1,FRS,IN,,,,
1.0,3547999,BANGOR BANCORP MHC,bangor bancorp mhc,3547999,20171231,1,500,BANGOR,UNITED STATES,0,0,"BANGOR BANCORP, MHC",BANGOR BC MHC,6,FRS,ME,,,,
1.0,3559198,FORTIS FINANCIAL INC,fortis financial incorporated,3559198,20171231,10,500,DENVER,UNITED STATES,0,0,FORTIS FINANCIAL INC.,FORTIS FNCL,1,FRS,CO,,,,
3.0,3587146,BANK OF NEW YORK MELLON CORPORATION THE,bank of new york mellon corporation the,3587146,20171231,2,500,NEW YORK,UNITED STATES,0,WFLLPEPC7FZXENRZV188,"BANK OF NEW YORK MELLON CORPORATION, THE",BANK OF NY MELLON CORP,1,FRS,NY,,,,
3.0,3595431,ST ANNE BANCORP INC,st anne bancorp incorporated,3595431,20171231,7,500,MANTENO,UNITED STATES,0,0,"ST. ANNE BANCORP, INC.",ST ANNE BC,1,FRS,IL,,,,
1.0,3612543,LEVEL ONE BANCORP INC,level one bancorp incorporated,3612543,20171231,7,500,FARMINGTON HILLS,UNITED STATES,0,0,"LEVEL ONE BANCORP, INC.",LEVEL ONE BC,1,FRS,MI,,,,
1.0,3619720,MINEOLA COMMUNITY MUTUAL HOLDING COMPANY,mineola community mutual holding company,3619720,20171231,11,500,MINEOLA,UNITED STATES,0,0,MINEOLA COMMUNITY MUTUAL HOLDING COMPANY,MINEOLA CMNTY MUT HC,6,FRS,TX,,,,
1.0,3632000,REGENT CAPITAL CORPORATION,regent capital corporation,3632000,20171231,10,500,NOWATA,UNITED STATES,0,0,REGENT CAPITAL CORPORATION,REGENT CAP CORP,1,FRS,OK,,,,
1.0,3637582,FRANKLIN FINANCIAL NETWORK INC,franklin financial network incorporated,3637582,20171231,6,500,FRANKLIN,UNITED STATES,0,0,"FRANKLIN FINANCIAL NETWORK, INC.",FRANKLIN FNCL NETWORK,1,FRS,TN,,,,
1.0,3649950,PALOMAR ENTERPRISES LLC,palomar enterprises llc,3649950,20171231,12,500,LONG BEACH,UNITED STATES,0,0,"PALOMAR ENTERPRISES, LLC",PALOMAR ENT LLC,11,FRS,CA,,,,
1.0,3650152,PEOPLES UNITED FINANCIAL INC,peoples united financial incorporated,3650152,20171231,2,500,BRIDGEPORT,UNITED STATES,0,ROPY7PEPIPIDJNF0BO69,"PEOPLE'S UNITED FINANCIAL, INC.",PEOPLES UNITED FNCL INC,1,FRS,CT,,,,
1.0,3695667,SILVERGATE CAPITAL CORPORATION,silvergate capital corporation,3695667,20171231,12,500,LA JOLLA,UNITED STATES,0,0,SILVERGATE CAPITAL CORPORATION,SILVERGATE CAP CORP,1,FRS,CA,,,,
1.0,3721511,OCULINA BANC CORP,oculina banc corporation,3721511,20171231,6,500,VERO BEACH,UNITED STATES,0,0,OCULINA BANC CORP,OCULINA BANC CORP,1,FRS,FL,,,,
1.0,3735152,FIRST STATE BANCORPORATION INC,first state bancorporation incorporated,3735152,20171231,7,500,PEORIA,UNITED STATES,0,0,"FIRST STATE BANCORPORATION, INC.",FIRST ST BC,1,FRS,IL,,,,
1.0,3744239,ALLEGIANCE BANCSHARES INC,allegiance bancshares incorporated,3744239,20171231,11,500,HOUSTON,UNITED STATES,0,0,"ALLEGIANCE BANCSHARES, INC.",ALLEGIANCE BSHRS,1,FRS,TX,,,,
1.0,3802278,LWCBANCORP INC,lwcbancorp incorporated,3802278,20171231,7,500,NEW LENOX,UNITED STATES,0,549300HWB570AT6JW084,"LWCBANCORP, INC.",LWCBC,1,FRS,IL,,,,
1.0,3808113,BOSP BANCSHARES INC,bosp bancshares incorporated,3808113,20171231,7,500,SUN PRAIRIE,UNITED STATES,0,0,"BOSP BANCSHARES, INC.",BOSP BSHRS,1,FRS,WI,,,,
1.0,3815157,RAYMOND JAMES FINANCIAL INC,raymond james financial incorporated,3815157,20171231,6,500,SAINT PETERSBURG,UNITED STATES,0,RGUZHJ05YTITL6D76949,"RAYMOND JAMES FINANCIAL, INC.",RAYMOND JAMES FNCL,1,FRS,FL,,,,
1.0,3837962,AXIOM BANCSHARES INC,axiom bancshares incorporated,3837962,20171231,6,500,MAITLAND,UNITED STATES,0,0,"AXIOM BANCSHARES, INC.",AXIOM BSHRS,1,FRS,FL,,,,
1.0,3840029,ATLANTIC COAST FINANCIAL CORPORATION,atlantic coast financial corporation,3840029,20171231,6,500,JACKSONVILLE,UNITED STATES,0,0,ATLANTIC COAST FINANCIAL CORPORATION,ATLANTIC COAST FC,1,FRS,FL,,,,
3.0,3842649,BENEFICIAL STATE FOUNDATION,beneficial state foundation,3842649,20171231,12,500,OAKLAND,UNITED STATES,0,0,BENEFICIAL STATE FOUNDATION,BENEFICIAL ST FOUND,1,FRS,CA,,,,
3.0,3842658,FIRST FOUNDATION INC,first foundation incorporated,3842658,20171231,12,500,IRVINE,UNITED STATES,0,0,FIRST FOUNDATION INC.,FIRST FOUND,1,FRS,CA,,,,
3.0,3843507,HOMESTREET INC,homestreet incorporated,3843507,20171231,12,500,SEATTLE,UNITED STATES,0,0,"HOMESTREET, INC.",HOMESTREET,1,FRS,WA,,,,
1.0,3844269,WSFS FINANCIAL CORPORATION,wsfs financial corporation,3844269,20171231,3,500,WILMINGTON,UNITED STATES,0,549300SU7VQHD6QRG886,WSFS FINANCIAL CORPORATION,WSFS FNCL CORP,1,FRS,DE,,,,
1.0,3846405,FIRST FEDERAL BANCORP MHC,first federal bancorp mhc,3846405,20171231,6,500,LAKE CITY,UNITED STATES,0,0,"FIRST FEDERAL BANCORP, MHC",FIRST FED BC,6,FRS,FL,,,,
1.0,3866878,MCHENRY BANCORP INC,mchenry bancorp incorporated,3866878,20171231,7,500,MCHENRY,UNITED STATES,0,0,"MCHENRY BANCORP, INC.",MCHENRY BC,1,FRS,IL,,,,
1.0,3921816,COMMUNITY FIRST FINANCIAL CORPORATION,community first financial corporation,3921816,20171231,7,500,KOKOMO,UNITED STATES,0,0,COMMUNITY FIRST FINANCIAL CORPORATION,COMMUNITY FIRST FC,1,FRS,IN,,,,
1.0,3922466,WASHINGTONFIRST BANKSHARES INC,washingtonfirst bankshares incorporated,3922466,20171231,5,500,RESTON,UNITED STATES,0,549300UEM4C23DHLT013,"WASHINGTONFIRST BANKSHARES, INC.",WASHINGTONFIRST BSHRS INC,1,FRS,VA,,,,
1.0,3944628,FCB FINANCIAL HOLDINGS INC,fcb financial holdings incorporated,3944628,20171231,6,500,WESTON,UNITED STATES,0,0,"FCB FINANCIAL HOLDINGS, INC.",FCB FNCL HOLDS,1,FRS,FL,,,,
3.0,3962350,ANN ARBOR BANCORP INC,ann arbor bancorp incorporated,3962350,20171231,7,500,ANN ARBOR,UNITED STATES,0,0,"ANN ARBOR BANCORP, INC.",ANN ARBOR BC,1,FRS,MI,,,,
1.0,4028712,BANKUNITED INC,bankunited incorporated,4028712,20171231,6,500,MIAMI LAKES,UNITED STATES,0,96OVUWEW5D4YX6PFXD91,"BANKUNITED, INC.",BANKUNITED,1,FRS,FL,,,,
1.0,4036324,STATE BANK FINANCIAL CORPORATION,state bank financial corporation,4036324,20171231,6,500,ATLANTA,UNITED STATES,0,0,STATE BANK FINANCIAL CORPORATION,STATE BK FNCL CORP,1,FRS,GA,,,,
1.0,4090054,INVESTAR HOLDING CORPORATION,investar holding corporation,4090054,20171231,6,500,BATON ROUGE,UNITED STATES,0,54930001EK2YM28LOJ08,INVESTAR HOLDING CORPORATION,INVESTAR HC,1,FRS,LA,,,,
1.0,4105266,VERITEX HOLDINGS INC,veritex holdings incorporated,4105266,20171231,11,500,DALLAS,UNITED STATES,0,549300F3SMOML02SC814,"VERITEX HOLDINGS, INC.",VERITEX HOLD,1,FRS,TX,,,,
1.0,4132169,PNBK SPONSOR LLC,pnbk sponsor llc,4132169,20171231,2,500,STAMFORD,UNITED STATES,0,0,PNBK SPONSOR LLC,PNBK SPONSOR LLC,11,FRS,CT,,,,
1.0,4176855,RBB BANCORP,rbb bancorp,4176855,20171231,12,500,LOS ANGELES,UNITED STATES,0,549300A23FBFZNGET525,RBB BANCORP,RBB BC,1,FRS,CA,,,,
1.0,4183442,STANDARD AVB FINANCIAL CORP,standard avb financial corporation,4183442,20171231,4,500,MURRYSVILLE,UNITED STATES,0,549300GDKH0YGC2DTT22,STANDARD AVB FINANCIAL CORP.,STANDARD AVB FNCL CORP,1,FRS,PA,,,,
1.0,4199229,WOODFOREST FINANCIAL GROUP INC,woodforest financial group incorporated,1137770,20171231,11,500,THE WOODLANDS,UNITED STATES,0,549300PK7P99LXNJNK46,"WOODFOREST FINANCIAL GROUP, INC.",WOODFOREST FNCL GRP,1,FRS,TX,,,,
1.0,4284536,CUSTOMERS BANCORP INC,customers bancorp incorporated,4284536,20171231,3,500,WYOMISSING,UNITED STATES,0,549300WLBCHYKZ53FN68,"CUSTOMERS BANCORP, INC",CUSTOMERS BC,1,FRS,PA,,,,
1.0,4298711,PROVIDENT BANCORP INC,provident bancorp incorporated,4298711,20171231,1,500,AMESBURY,UNITED STATES,2838159,0,"PROVIDENT BANCORP, INC.",PROVIDENT BC,1,FRS,MA,,,,
3.0,4347208,FS BANCORP INC,fs bancorp incorporated,4347208,20171231,12,500,MOUNTLAKE TERRACE,UNITED STATES,0,0,"FS BANCORP, INC.",FS BC,1,FRS,WA,,,,
1.0,4366003,HOMETRUST BANCSHARES INC,hometrust bancshares incorporated,4366003,20171231,5,500,ASHEVILLE,UNITED STATES,0,0,"HOMETRUST BANCSHARES, INC.",HOMETRUST BSHRS,1,FRS,NC,,,,
3.0,4389329,CRB GROUP INC,crb group incorporated,4389329,20171231,2,500,FORT LEE,UNITED STATES,0,0,"CRB GROUP, INC.",CRB GRP,1,FRS,NJ,,,,
1.0,4440248,FIRST GREEN BANCORP INC,first green bancorp incorporated,4440248,20171231,6,500,MOUNT DORA,UNITED STATES,0,5493006U56DVVI2RHF52,"FIRST GREEN BANCORP, INC.",FIRST GREEN BC,1,FRS,FL,,,,
1.0,4517261,VIRGINIA NATIONAL BANKSHARES CORPORATION,virginia national bankshares corporation,4517261,20171231,5,500,CHARLOTTESVILLE,UNITED STATES,0,5493005LXSLNF92BF097,VIRGINIA NATIONAL BANKSHARES CORPORATION,VIRGINIA NAT BSHRS CORP,1,FRS,VA,,,,
3.0,4523431,WATERSTONE FINANCIAL INC,waterstone financial incorporated,4523431,20171231,7,500,WAUWATOSA,UNITED STATES,0,5493002KM21XRC2DCQ02,"WATERSTONE FINANCIAL, INC.",WATERSTONE FNCL,1,FRS,WI,,,,
3.0,4564724,ADAMS DAIRY BANCSHARES INC,adams dairy bancshares incorporated,4564724,20171231,10,500,BLUE SPRINGS,UNITED STATES,0,549300XU0GHBZF94WE77,"ADAMS DAIRY BANCSHARES, INC.",ADAMS DAIRY BSHRS,1,FRS,MO,,,,
1.0,4647494,PROFESSIONAL HOLDING CORP,professional holding corporation,4647494,20171231,6,500,CORAL GABLES,UNITED STATES,0,549300MOIYR1NW3J2W56,PROFESSIONAL HOLDING CORP.,PROFESSIONAL HOLD CORP,1,FRS,FL,,,,
3.0,4809920,GREAT WESTERN BANCORP INC,great western bancorp incorporated,4809920,20171231,9,500,SIOUX FALLS,UNITED STATES,0,5493004X4OTHDTFBHI90,"GREAT WESTERN BANCORP, INC.",GREAT WESTERN BC,1,FRS,SD,,,,
1.0,4875907,FVCBANKCORP INC,fvcbankcorp incorporated,4875907,20171231,5,500,FAIRFAX,UNITED STATES,0,0,"FVCBANKCORP, INC.",FVCBANKCORP,1,FRS,VA,,,,
2.0,4973353,HARBORONE BANCORP INC,harborone bancorp incorporated,4973353,20171231,1,500,BROCKTON,UNITED STATES,4973362,549300SCDGOYSCWQJR34,"HARBORONE BANCORP, INC.",HARBORONE BC,1,FRS,MA,,,,
1.0,4980409,OP BANCORP,op bancorp,4980409,20171231,12,500,LOS ANGELES,UNITED STATES,0,549300LTYZMS0Q13U522,OP BANCORP,OP BC,1,FRS,CA,,,,
1.0,4991076,SMITH & HOOD HOLDING COMPANY LLC,smith hood holding company llc,4991076,20171231,6,500,AMITE,UNITED STATES,0,0,"SMITH & HOOD HOLDING COMPANY, L.L.C.",SMITH & HOOD HC LLC,11,FRS,LA,,,,
1.0,f1275216,AMERICAN EXPRESS COMPANY,american express company,1275216,20171231,2,720,NEW YORK,UNITED STATES,0,R4PP93JZOLY261QX3811,AMERICAN EXPRESS COMPANY,AMERICAN EXPRESS CO,1,FRS,NY,,,,
1.0,f212,FIRST NILES FINANCIAL INC,first niles financial incorporated,3828634,20171231,4,500,NILES,UNITED STATES,0,0,"FIRST NILES FINANCIAL, INC.",FIRST NILES FINANCIAL INC,1,FRS,OH,,,,
1.0,f376,NATIONAL BANK HOLDINGS CORPORATION,national bank holdings corporation,3973888,20171231,10,500,GREENWOOD VILLAGE,UNITED STATES,0,0,NATIONAL BANK HOLDINGS CORPORATION,NATIONAL BK HOLDS CORP,1,FRS,CO,,,,
1.0,1030040,BANK OF CMRC HOLD,,1030040,20171231,12,500,SACRAMENTO,UNITED STATES,0,HIDHKSSVNILGQQ1P9A04,BANK OF COMMERCE HOLDINGS,BANK OF CMRC HOLD,1,FRS,CA,bank of cmrc hold,bank of commerce holdings,,bank of commerce holdings
1.0,f288,JVB FINANCIAL GROUP,,1031449,20171231,12,500,SANTA CLARA,UNITED STATES,0,549300D2KJ20JMXE7542,SVB FINANCIAL GROUP,SVB FNCL GRP,1,FRS,CA,jvb financial group,svb financial group,,svb financial group
1.0,1070804,FIRSTMERIT CORP,,1208559,20171231,7,500,MUNCIE,UNITED STATES,0,TZTBT0OTGQ2FEK6XMX94,FIRST MERCHANTS CORPORATION,FIRST MRCHS CORP,1,FRS,IN,firstmerit corporation,first merchants corporation,,first merchants corporation
1.0,1086533,HANCOCK WHITNEY CORPORATION,,1200571,20171231,7,500,ATLANTIC,UNITED STATES,0,0,WHITNEY CORPORATION OF IOWA,WHITNEY CORP IA,1,FRS,IA,hancock whitney corporation,whitney corporation of iowa,,whitney corporation of iowa
1.0,1094640,FIRST HORIZON CORPORATION,,1094640,20171231,8,500,MEMPHIS,UNITED STATES,0,TF3RXI1ZB1TQ30H9JV10,FIRST HORIZON NATIONAL CORPORATION,FIRST HORIZON NAT CORP,1,FRS,TN,first horizon corporation,first horizon national corporation,,first horizon national corporation
1.0,1116609,UNIVEST FINANCIAL CORPORATION,,3344620,20171231,12,500,BUENA PARK,UNITED STATES,0,0,UNITI FINANCIAL CORPORATION,UNITI FC,1,FRS,CA,univest financial corporation,uniti financial corporation,,uniti financial corporation
1.0,1206760,FIRST MID BANCSHARES INC,,1056451,20171231,10,500,KANSAS CITY,UNITED STATES,0,0,"FIRST BANCSHARES, INC.",FIRST BSHRS,1,FRS,KS,first mid bancshares incorporated,first bancshares incorporated,first bank of charleston incorporated,first bancshares incorporated
1.0,1206760,FIRST MID BANCSHARES INC,,1071258,20171231,4,500,BELLEVUE,UNITED STATES,0,0,FIRST BANCSHARES INC.,FIRST BSHRS,1,FRS,OH,first mid bancshares incorporated,first bancshares incorporated,first bank of charleston incorporated,first bancshares incorporated
1.0,1239254,BANCO SANTANDER SA,,2847115,20171231,1,500,SAN JUAN,PUERTO RICO,3981856,549300CWCCS20I25N084,SANTANDER BANCORP,SANTANDER BC,1,FRS,PR,banco santander sa,santander bancorp,,santander bancorp
1.0,1250099,SEMPERVERDE HOLDING CO,,2486813,20171231,7,500,STODDARD,UNITED STATES,0,0,RIVER HOLDING COMPANY,RIVER HC,1,FRS,WI,semperverde holding company,river holding company,,river holding company
1.0,1971693,ATLANTIC UNION BANKSHARES CORPORATION,,1971693,20171231,5,500,RICHMOND,UNITED STATES,0,0,UNION BANKSHARES CORPORATION,UNION BSHRS CORP,1,FRS,VA,atlantic union bankshares corporation,union bankshares corporation,,union bankshares corporation
3.0,2734064,INDEPENDENT ALLIANCE BANKS INC,,1023341,20171231,6,500,RED BAY,UNITED STATES,3587294,0,"INDEPENDENT BANCSHARES, INC.",INDEPENDENT BSHRS,1,FRS,AL,independent alliance banks incorporated,independent bancshares incorporated,,independent bancshares incorporated
1.0,2931331,FARMERS AND MERCHANTS BANCSHARES INC,,2111432,20171231,6,500,EUTAW,UNITED STATES,0,0,"MERCHANTS AND FARMERS BANCSHARES, INC.",MERCHANTS & FARMERS BSHRS,1,FRS,AL,farmers and merchants bancshares incorporated,merchants and farmers bancshares incorporated,,merchants and farmers bancshares incorporated
