activity year_x,respondent id,agency code_x,parent respondent id,parent name (panel),parent city (panel),parent state (panel),region,assets,other lender code,respondent name (panel),respondent city (panel),respondent state (panel),top holder rssd id,top holder name,top holder city,top holder state,top holder country,respondent rssd id,parent rssd id,respondent fips state number,activity year_y,agency code_y,federal tax id,respondent name,respondent mailing address,respondent city,respondent state,respondent zip code,parent name,parent address,parent city,parent state,parent zip code,lar count
2017,0000718028,1,,"GREENE COUNTY BANCORP, INC.",CATSKILL,NY,,929170.0,0,"BANK OF GREENE COUNTY, THE",CATSKILL,NY,2728595.0,"GREENE COUNTY BANCORP, MHC",CATSKILL,NY,UNITED STATES,214106.0,2728607.0,36.0,2017,1,14-0553610,THE BANK OF GREENE COUNTY,341 MAIN STREET,CATSKILL,NY,12414,,,,,,652
2017,0000022217,3,,LAKESIDE HOLDING CORPORATION,OOLOGAH,OK,,65524.0,0,LAKESIDE STATE BANK,OOLOGAH,OK,3825183.0,LAKESIDE HOLDING CORPORATION,OOLOGAH,OK,UNITED STATES,635457.0,3825183.0,40.0,2017,3,73-0979771,"LAKESIDE STATE BANK, AN OKLAHOMA CORPORATION","P.O. Box 190, 6695 E 400 Rd",Oologah,OK,74053,,,,,,44
2017,0000032773,3,,EASTERN BANK CORPORATION,BOSTON,MA,,9802061.0,0,EASTERN BANK,BOSTON,MA,1427239.0,EASTERN BANK CORPORATION,BOSTON,MA,UNITED STATES,128904.0,1427239.0,25.0,2017,3,04-3067724,EASTERN BANK,195 Market St,Lynn,MA,01901,,,,,,4031
2017,0000014649,3,,DUNLAP IOWA HOLDING CO.,DUNLAP,IA,,91421.0,0,COMMUNITY BANK,DUNLAP,IA,1207682.0,DUNLAP IOWA HOLDING CO.,DUNLAP,IA,UNITED STATES,675042.0,1207682.0,19.0,2017,3,42-0224290,Community Bank,"601 Iowa Ave., PO Box 145",Dunlap,IA,51529-0145,Dunlap Iowa Holding Co,"601 Iowa Ave., PO Box 145",Dunlap,IA,51529-0145,56
2017,0000027599,3,,"OLD LINE BANCSHARES, INC.",BOWIE,MD,,1704982.0,0,OLD LINE BANK,BOWIE,MD,3200221.0,"OLD LINE BANCSHARES, INC.",BOWIE,MD,UNITED STATES,1401387.0,3200221.0,24.0,2017,3,52-1602238,OLD LINE BANK,1525 Pointer Ridge Place,Bowie,MD,20716,,,,,,671
2017,0003058329,2,,"FREDERICK COUNTY BANCORP, INC.",FREDERICK,MD,,376675.0,0,FREDERICK COUNTY BANK,FREDERICK,MD,3195448.0,"FREDERICK COUNTY BANCORP, INC.",FREDERICK,MD,UNITED STATES,3058329.0,3195448.0,24.0,2017,2,52-2276843,Frederick County Bank - 57255,2 N MARKET ST,FREDERICK,MD,21701,FREDERICK COUNTY BANCORP INC,9 N MARKET ST,FREDERICK,MD,21701,109
2017,0000002147,3,,SOUTHWEST GEORGIA FINANCIAL CORPORATION,MOULTRIE,GA,,447700.0,0,SOUTHWEST GEORGIA BANK,MOULTRIE,GA,1081538.0,SOUTHWEST GEORGIA FINANCIAL CORPORATION,MOULTRIE,GA,UNITED STATES,699534.0,1081538.0,13.0,2017,3,58-0360940,SOUTHWEST GEORGIA BANK,201 1ST STREET SE,MOULTRIE,GA,31768,,,,,,267
2017,0000713964,1,,"ADMIRALS BANCORP, INC.",BOSTON,MA,,392980.0,0,ADMIRALS BANK,BOSTON,MA,4184177.0,LAZARES & COMPANY LLC,MILTON,MA,UNITED STATES,541307.0,1250138.0,25.0,2017,1,05-0317408,Admiral's Bank,15 Park Row West,Providence,RI,02903,,,,,,6068
2017,0000671147,2,,"PRIMEBANK, INC.",LE MARS,IA,,394665.0,0,PRIMEBANK,LE MARS,IA,2700500.0,"PRIMEBANK, INC.",LE MARS,IA,UNITED STATES,671147.0,2700500.0,19.0,2017,2,42-0376810,Primebank,37 1st Ave NW,Le Mars,IA,51031,Primebank Inc.,37 1st Ave NW,Le Mars,IA,51031,374
2017,0000018402,3,,"BLACKHAWK BANCORPORATION, INC.",MILAN,IL,,1271310.0,0,BLACKHAWK BANK & TRUST,MILAN,IL,1823345.0,"BLACKHAWK BANCORPORATION, INC.",MILAN,IL,UNITED STATES,890742.0,1823345.0,17.0,2017,3,36-2463577,BLACKHAWK BANK & TRUST,301 4TH STREET WEST,MILAN,IL,61264,,,,,,497
2017,0000008526,3,,"RICHLAND STATE BANCORP, INC.",RAYVILLE,LA,,282890.0,0,RICHLAND STATE BANK,RAYVILLE,LA,1109919.0,"RICHLAND STATE BANCORP, INC.",RAYVILLE,LA,UNITED STATES,752653.0,1109919.0,22.0,2017,3,72-0300200,RICHLAND STATE BANK,P O BOX 817,RAYVILLE,LA,71269-0817,,,,,,229
2017,0000014333,3,,COMMERCIAL NATIONAL FINANCIAL CORPORATION,LATROBE,PA,,366403.0,0,COMMERCIAL BANK & TRUST OF PA,LATROBE,PA,1823738.0,COMMERCIAL NATIONAL FINANCIAL CORPORATION,LATROBE,PA,UNITED STATES,945026.0,1823738.0,42.0,2017,3,25-0415360,COMMERCIAL BANK & TRUST OF PA,"PO Box 429, 900 Ligonier Street",Latrobe,PA,15650,Commercial National Financial Corporation,"900 Ligonier Street, PO Box 429",Latrobe,PA,15650,286
2017,0000026653,3,,"BANDERA BANCSHARES, INC.",JOHNSON CITY,TX,,58077.0,0,BANDERA BANK,BANDERA,TX,1139671.0,"BANDERA BANCSHARES, INC.",JOHNSON CITY,TX,UNITED STATES,78157.0,1139671.0,48.0,2017,3,74-2414594,BANDERA BANK,P O BOX 1596,BANDERA,TX,78003,,,,,,53
2017,0000014869,3,,"PLATTE COUNTY BANCSHARES, INC.",PLATTE CITY,MO,,493338.0,0,PLATTE VALLEY BANK OF MISSOURI,PLATTE CITY,MO,1057618.0,"PLATTE COUNTY BANCSHARES, INC.",PLATTE CITY,MO,UNITED STATES,701259.0,1057618.0,29.0,2017,3,44-0247225,PLATTE VALLEY BANK OF MISSOURI,PO BOX 1250,PLATTE CITY,MO,64079,,,,,,596
2017,0000000039,3,,"RBC, INC.",DEMOPOLIS,AL,,270432.0,0,ROBERTSON BANKING COMPANY,DEMOPOLIS,AL,2526755.0,"RBC, INC.",DEMOPOLIS,AL,UNITED STATES,430036.0,2526755.0,1.0,2017,3,63-0177390,Robertson Banking Company,216 North Walnut Ave,Demopolis,AL,36732,RBC Inc,216 North Walnut Avenue,Demopolis,AL,36732,165
2017,0000019447,3,,KINGSLEY BANC CORP,KINGSLEY,IA,,184407.0,0,KINGSLEY STATE BANK,KINGSLEY,IA,1133633.0,KINGSLEY BANC CORP,KINGSLEY,IA,UNITED STATES,809940.0,1133633.0,19.0,2017,3,42-0893215,KINGSLEY STATE BANK,705 1ST ST PO BOX 66,SERGEANT BLUFF,IA,51054,KINGSLEY BANC CORP,1 E 2ND ST,KINGSLEY,IA,51028,128
2017,0003020447,2,,FARMERS BANK HOLDING COMPANY,AULT,CO,,222973.0,0,FARMERS BANK,AULT,CO,3020438.0,FARMERS BANK HOLDING COMPANY,AULT,CO,UNITED STATES,3020447.0,3020438.0,8.0,2017,2,01-0569543,FARMERS BANK,"119 1st Street, PO Box 220",Ault,CO,80610,,,,,,22
2017,0000011886,3,,UNION STATE HOLDING COMPANY,WILMINGTON,DE,,466551.0,0,UNION STATE BANK,FLORENCE,TX,2190110.0,"UNION STATE BANCSHARES, INC.",FLORENCE,TX,UNITED STATES,452850.0,3129948.0,48.0,2017,3,74-0958200,Union State Bank,100 E. Main Street,Florence,TX,76527,,,,,,137
2017,0000034023,3,,"TENNESSEE VALLEY FINANCIAL HOLDINGS, INC.",OAK RIDGE,TN,,198030.0,0,TNBANK,OAK RIDGE,TN,3082454.0,"TENNESSEE VALLEY FINANCIAL HOLDINGS, INC.",OAK RIDGE,TN,UNITED STATES,2305969.0,3082454.0,47.0,2017,3,62-1574281,TNBANK,401 S ILLINOIS AVENUE,OAK RIDGE,TN,37830,,,,,,98
2017,0000015219,3,,"HEARTLAND FINANCIAL USA, INC.",DUBUQUE,IA,,1497697.0,0,DUBUQUE BANK AND TRUST COMPANY,DUBUQUE,IA,1206546.0,"HEARTLAND FINANCIAL USA, INC.",DUBUQUE,IA,UNITED STATES,642549.0,1206546.0,19.0,2017,3,42-0223620,DUBUQUE BANK & TRUST CO.,1398 CENTRAL AVENUE,DUBUQUE,IA,52001,"HEARTLAND FINANCIAL USA, INC.",1398 CENTRAL AVENUE,DUBUQUE,IA,52001,4289
2017,0000016941,3,,"WATHENA BANCSHARES, INC.",WATHENA,KS,,63020.0,0,FARMERS STATE BANK,WATHENA,KS,1250688.0,"WATHENA BANCSHARES, INC.",WATHENA,KS,UNITED STATES,72351.0,1250688.0,20.0,2017,3,48-0216710,Farmers State Bank,211 St. Joseph Street,Wathena,KS,66090,"Wathena Bancshares, Inc.",211 St Joseph,Wathean,KS,66090,38
2017,0000027237,3,,ENTERPRISE FINANCIAL SERVICES CORP,CLAYTON,MO,,4058105.0,0,ENTERPRISE BANK & TRUST,CLAYTON,MO,2303910.0,ENTERPRISE FINANCIAL SERVICES CORP,CLAYTON,MO,UNITED STATES,1190476.0,2303910.0,29.0,2017,3,43-1472619,ENTERPRISE BANK & TRUST,150 N. MERAMEC AVE.,CLAYTON,MO,63105,,,,,,1055
2017,0000403151,2,,FIRST YORK BAN CORP.,YORK,NE,,1490790.0,0,CORNERSTONE BANK,YORK,NE,1050646.0,FIRST YORK BAN CORP.,YORK,NE,UNITED STATES,403151.0,1050646.0,31.0,2017,2,47-0341288,CORNERSTONE BANK,529 SOUTH LINCOLN AVENUE,YORK,NE,68467,FIRST YORK BAN CORP.,PO BOX 69,YORK,NE,68467,439
2017,0000016402,3,,"BERCO, INC.",SALINA,KS,,729722.0,0,"BENNINGTON STATE BANK, THE",SALINA,KS,1051906.0,"BERCO, INC.",SALINA,KS,UNITED STATES,1016259.0,1051906.0,20.0,2017,5,53-0212806,U.S. Postal Service Federal Credit Union,7905 Malcolm Rd Ste 311,Clinton,MD,20735,,,,,,26
2017,0000016402,3,,"BERCO, INC.",SALINA,KS,,729722.0,0,"BENNINGTON STATE BANK, THE",SALINA,KS,1051906.0,"BERCO, INC.",SALINA,KS,UNITED STATES,1016259.0,1051906.0,20.0,2017,3,48-0137740,THE BENNINGTON STATE BANK,"2130 South Ohio, P.O. Box 1280",Salina,KS,67402-1280,The Bennington State Bank,2130 S Ohio,Salina,KS,67460,499
2017,0000016402,5,,,,,,209556.0,0,U S POSTAL SERVICE FEDERAL CREDIT UNION,CLINTON,MD,,,,,,939285.0,,24.0,2017,5,53-0212806,U.S. Postal Service Federal Credit Union,7905 Malcolm Rd Ste 311,Clinton,MD,20735,,,,,,26
2017,0000016402,5,,,,,,209556.0,0,U S POSTAL SERVICE FEDERAL CREDIT UNION,CLINTON,MD,,,,,,939285.0,,24.0,2017,3,48-0137740,THE BENNINGTON STATE BANK,"2130 South Ohio, P.O. Box 1280",Salina,KS,67402-1280,The Bennington State Bank,2130 S Ohio,Salina,KS,67460,499
2017,0000009536,3,,"UNION BANCORPORATION, INC.",UNION GROVE,WI,,342935.0,0,COMMUNITY STATE BANK,UNION GROVE,WI,3195671.0,COMMUNITY STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,UNION GROVE,WI,UNITED STATES,130345.0,1202098.0,55.0,2017,3,39-0634530,COMMUNITY STATE BANK,1500 MAIN STREET,UNION GROVE,WI,53182,Union Bancorporation,1500 Main Street,Union Grove,WI,53182,271
2017,0000009536,3,,"UNION BANCORPORATION, INC.",UNION GROVE,WI,,342935.0,0,COMMUNITY STATE BANK,UNION GROVE,WI,3195671.0,COMMUNITY STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,UNION GROVE,WI,UNITED STATES,130345.0,1202098.0,55.0,2017,1,31-4225037,KINGSTON NATIONAL BANK,"2 North Main Street, Post Office Box 613",Kingston,OH,45644,,,,,,197
2017,0000009536,1,,"KINGSTON BANCSHARES, INC.",KINGSTON,OH,,293457.0,0,KINGSTON NATIONAL BANK,KINGSTON,OH,2246400.0,"KINGSTON BANCSHARES, INC.",KINGSTON,OH,UNITED STATES,966722.0,2246400.0,39.0,2017,3,39-0634530,COMMUNITY STATE BANK,1500 MAIN STREET,UNION GROVE,WI,53182,Union Bancorporation,1500 Main Street,Union Grove,WI,53182,271
2017,0000009536,1,,"KINGSTON BANCSHARES, INC.",KINGSTON,OH,,293457.0,0,KINGSTON NATIONAL BANK,KINGSTON,OH,2246400.0,"KINGSTON BANCSHARES, INC.",KINGSTON,OH,UNITED STATES,966722.0,2246400.0,39.0,2017,1,31-4225037,KINGSTON NATIONAL BANK,"2 North Main Street, Post Office Box 613",Kingston,OH,45644,,,,,,197
2017,0000016804,1,,MERCANTIL FLORIDA BANCORP INC,CORAL GABLES,FL,,8423939.0,0,"MERCANTIL BANK, NATIONAL ASSOCIATION",CORAL GABLES,FL,2605968.0,"MERCANTIL SERVICIOS FINANCIEROS, C.A.",CARACAS,0 ,VENEZUELA,83638.0,3882739.0,12.0,2017,1,59-1846933,MERCANTIL BANK NA,12496 NW 25 Street,Miami,FL,33182,,,,,,313
2017,0002580243,2,,AMERICAN BANK INCORPORATED,ALLENTOWN,PA,,556001.0,0,AMERICAN BANK,ALLENTOWN,PA,3008753.0,AMERICAN BANK INCORPORATED,ALLENTOWN,PA,UNITED STATES,2580243.0,3008753.0,42.0,2017,2,23-2852733,American Bank,4029 W Tilghman Street,Allentown,PA,18104,,,,,,125
2017,0000010678,3,,"MUNCY BANK FINANCIAL, INC.",MUNCY,PA,,393650.0,0,"MUNCY BANK AND TRUST COMPANY, THE",MUNCY,PA,1364035.0,"MUNCY BANK FINANCIAL, INC.",MUNCY,PA,UNITED STATES,141211.0,1364035.0,42.0,2017,3,24-0670470,THE MUNCY BANK & TRUST COMPANY,2 NORTH MAIN ST,MUNCY,PA,17756,,,,,,411
2017,0000722432,2,,"ROMNEY BANKSHARES, INC.",ROMNEY,WV,,265635.0,0,"BANK OF ROMNEY, THE",ROMNEY,WV,1417324.0,"ROMNEY BANKSHARES, INC.",ROMNEY,WV,UNITED STATES,722432.0,1417324.0,54.0,2017,2,55-0267603,The Bank of Romney,95 E Main Street,Romney,WV,26757,,,,,,259
2017,0000002302,1,,FIRST BANCSHARES INC.,BELLEVUE,OH,,201318.0,0,"FIRST NATIONAL BANK OF BELLEVUE, THE",BELLEVUE,OH,1071258.0,FIRST BANCSHARES INC.,BELLEVUE,OH,UNITED STATES,243414.0,1071258.0,39.0,2017,1,34-4186000,FIRST NATIONAL BANK,120 North St,Bellevue,OH,44811,,,,,,150
2017,0000024356,1,,"F & M FINANCIAL SERVICES, INC.",PRESTON,MN,,119176.0,0,"F & M COMMUNITY BANK, NATIONAL ASSOCIATION",PRESTON,MN,1122178.0,"F & M FINANCIAL SERVICES, INC.",PRESTON,MN,UNITED STATES,171759.0,1122178.0,27.0,2017,1,41-0249780,"F & M Community Bank, N.A.",PO Box 467,Preston,MN,55965,"F & M Financial Services, Inc.",PO Box 467,Preston,MN,55965,105
2017,0000479839,2,,"TENNESSEE STATE BANCSHARES, INC.",PIGEON FORGE,TN,,639533.0,0,TENNESSEE STATE BANK,PIGEON FORGE,TN,1142242.0,"TENNESSEE STATE BANCSHARES, INC.",PIGEON FORGE,TN,UNITED STATES,479839.0,1142242.0,47.0,2017,2,62-0866803,TENNESSEE STATE BANK,2210 PARKWAY,PIGEON FORGE,TN,37863,TENNESSEE STATE BANCSHARES INC,2210 PARKWAY,PIGEON FORGE,TN,37863,372
2017,0000016473,1,,"FIRST ST. CHARLES BANCSHARES, INC.",BOUTTE,LA,,134014.0,0,FIRST NATIONAL BANK USA,BOUTTE,LA,1140190.0,"FIRST ST. CHARLES BANCSHARES, INC.",BOUTTE,LA,UNITED STATES,714839.0,1140190.0,22.0,2017,1,72-0761151,FIRST NATIONAL BANK USA,"P O Box 508, 13386 Hwy 90",Boutte,LA,70039,First St Charles Bancshares Inc,P O Box 508,Boutte,LA,70039,93
2017,0000703552,1,,SENECA FINANCIAL CORP,BALDWINSVILLE,NY,,162593.0,0,SENECA SAVINGS,BALDWINSVILLE,NY,5125373.0,SENECA FINANCIAL MHC,BALDWINSVILLE,NY,UNITED STATES,276074.0,5125391.0,36.0,2017,1,82-3136976,SENECA SAVINGS,35 OSWEGO ST.,BALDWINSVILLE,NY,13027,,,,,,197
2017,0000001047,3,,"LBT BANCSHARES, INC.",LITCHFIELD,IL,,286253.0,0,BANK & TRUST COMPANY,LITCHFIELD,IL,1099195.0,"LBT BANCSHARES, INC.",LITCHFIELD,IL,UNITED STATES,496845.0,1099195.0,17.0,2017,3,37-0388230,BANK & TRUST CO,401 N MADISON,LITCHFIELD,IL,62056,LBT BANCSHARES INC,401 N MADISON,LITCHFIELD,IL,62056,275
2017,0000015359,3,,"SOUTHERN BANCSHARES (N.C.), INC.",MOUNT OLIVE,NC,,2458241.0,0,SOUTHERN BANK AND TRUST COMPANY,MOUNT OLIVE,NC,1075694.0,"SOUTHERN BANCSHARES (N.C.), INC.",MOUNT OLIVE,NC,UNITED STATES,717924.0,1075694.0,37.0,2017,3,56-0132260,SOUTHERN BANK AND TRUST COMPAN,PO BOX 729,MOUNT OLIVE,NC,28365,,,,,,886
2017,0000015359,3,,"SOUTHERN BANCSHARES (N.C.), INC.",MOUNT OLIVE,NC,,2458241.0,0,SOUTHERN BANK AND TRUST COMPANY,MOUNT OLIVE,NC,1075694.0,"SOUTHERN BANCSHARES (N.C.), INC.",MOUNT OLIVE,NC,UNITED STATES,717924.0,1075694.0,37.0,2017,1,83-0202762,HILLTOP NATIONAL BANK,POBOX 2680,CASPER,WY,82604,,,,,,252
2017,0000015359,1,,MIDLAND FINANCIAL CORPORATION,CASPER,WY,,849481.0,0,HILLTOP NATIONAL BANK,CASPER,WY,1054840.0,MIDLAND FINANCIAL CORPORATION,CASPER,WY,UNITED STATES,1454.0,1054840.0,56.0,2017,3,56-0132260,SOUTHERN BANK AND TRUST COMPAN,PO BOX 729,MOUNT OLIVE,NC,28365,,,,,,886
2017,0000015359,1,,MIDLAND FINANCIAL CORPORATION,CASPER,WY,,849481.0,0,HILLTOP NATIONAL BANK,CASPER,WY,1054840.0,MIDLAND FINANCIAL CORPORATION,CASPER,WY,UNITED STATES,1454.0,1054840.0,56.0,2017,1,83-0202762,HILLTOP NATIONAL BANK,POBOX 2680,CASPER,WY,82604,,,,,,252
2017,0000706081,1,,FIDELITY FINANCIAL CORPORATION,WICHITA,KS,,2000620.0,0,FIDELITY BANK,WICHITA,KS,3843945.0,"BASTIAN INVESTMENTS, INC.",WICHITA,KS,UNITED STATES,762474.0,3223967.0,20.0,2017,1,48-0630879,Fidelity Bank,100 E English,Wichita,KS,67202,Fidelity Financial Corporation,100 E English,Wichita,KS,67202,2358
2017,0000058359,3,,REPUBLIC CORPORATION,OMAHA,NE,,119937.0,0,UNITED REPUBLIC BANK,OMAHA,NE,1056415.0,CITIZENS NATIONAL CORPORATION,WISNER,NE,UNITED STATES,3387140.0,3387298.0,31.0,2017,3,01-0871157,UNITED REPUBLIC BANK,PO BOX 540126,OMAHA,NE,68154,,,,,,27
2017,0000026856,3,,FALCON BANCSHARES INCORPORATED,LAREDO,TX,,1110805.0,0,FALCON INTERNATIONAL BANK,LAREDO,TX,2270254.0,FALCON BANCSHARES INCORPORATED,LAREDO,TX,UNITED STATES,564557.0,2270254.0,48.0,2017,3,74-2382841,Falcon International Bank,"7718 McPherson Rd., Building F",Laredo,TX,78045,Falcon Bancshares Inc,"7718 McPherson Rd., Building F",Laredo,TX,78045,243
2017,0000020041,3,,"LOUISIANA COMMUNITY BANCORP, INC.",HOUMA,LA,,99933.0,0,TECHE BANK AND TRUST COMPANY,SAINT MARTINVILLE,LA,2909554.0,"LOUISIANA COMMUNITY BANCORP, INC.",HOUMA,LA,UNITED STATES,21630.0,2909554.0,22.0,2017,5,25-1215682,AmeriChoice FCU,2175 Bumble Bee Hollow Road,Mechanicsburg,PA,17055,,,,,,249
2017,0000020041,3,,"LOUISIANA COMMUNITY BANCORP, INC.",HOUMA,LA,,99933.0,0,TECHE BANK AND TRUST COMPANY,SAINT MARTINVILLE,LA,2909554.0,"LOUISIANA COMMUNITY BANCORP, INC.",HOUMA,LA,UNITED STATES,21630.0,2909554.0,22.0,2017,3,72-0682046,TECHE BANK & TRUST COMPANY,606 SOUTH MAIN STREET,ST MARTINVILLE,LA,70582,,,,,,94
2017,0000020041,5,,,,,,173131.0,0,AMERICHOICE FEDERAL CREDIT UNION,MECHANICSBURG,PA,,,,,,519986.0,,42.0,2017,5,25-1215682,AmeriChoice FCU,2175 Bumble Bee Hollow Road,Mechanicsburg,PA,17055,,,,,,249
2017,0000020041,5,,,,,,173131.0,0,AMERICHOICE FEDERAL CREDIT UNION,MECHANICSBURG,PA,,,,,,519986.0,,42.0,2017,3,72-0682046,TECHE BANK & TRUST COMPANY,606 SOUTH MAIN STREET,ST MARTINVILLE,LA,70582,,,,,,94
2017,0000397755,2,,"OZARKS HERITAGE FINANCIAL GROUP, INC",GAINESVILLE,MO,,156334.0,0,LEGACY BANK & TRUST COMPANY,ROGERSVILLE,MO,1095469.0,"CENTURY BANCSHARES, INC.",GAINESVILLE,MO,UNITED STATES,397755.0,3157017.0,29.0,2017,2,44-0162310,Legacy Bank & Trust,PO Box 920,Rogersville,MO,65742,,,,,,188
2017,0000015465,3,,"UNISOUTH, INC.",UMATILLA,FL,,503319.0,0,UNITED SOUTHERN BANK,UMATILLA,FL,1141601.0,"UNISOUTH, INC.",UMATILLA,FL,UNITED STATES,327435.0,1141601.0,12.0,2017,3,59-0489540,UNITED SOUTHERN BANK,PO Drawer 29,Umatilla,FL,32784-0029,,,,,,195
2017,0000004246,1,,COMANCHE NATIONAL CORPORATION OF DELAWARE,WILMINGTON,DE,,332200.0,0,"COMANCHE NATIONAL BANK, THE",COMANCHE,TX,2973238.0,COMANCHE NATIONAL CORPORATION,COMANCHE,TX,UNITED STATES,949556.0,2973247.0,48.0,2017,1,75-0202612,Comanche National Bank,100 East Central Avenue,Comanche,TX,76442-3209,,,,,,115
2017,0000024637,1,,"FIRST NATIONAL BANCORP, INC.",KALAMAZOO,MI,,455598.0,0,FIRST NATIONAL BANK OF MICHIGAN,KALAMAZOO,MI,3404458.0,"FIRST NATIONAL BANCORP, INC.",KALAMAZOO,MI,UNITED STATES,3404467.0,3404458.0,26.0,2017,1,20-4318476,First National Bank of Michigan,348 West Michigan Avenue,Kalamazoo,MI,49007,,,,,,41
2017,0000015608,1,,"CARLSON BANCSHARES, INC.",WEST MEMPHIS,AR,,382946.0,0,FIDELITY NATIONAL BANK,WEST MEMPHIS,AR,1491641.0,"CARLSON BANCSHARES, INC.",WEST MEMPHIS,AR,UNITED STATES,848248.0,1491641.0,5.0,2017,1,62-0754619,FIDELITY NATIONAL BANK,330 WEST BROADWAY ST.,WEST MEMPHIS,AR,72301,,,,,,67
2017,0000030788,3,,"GLACIER BANCORP, INC.",KALISPELL,MT,,9433163.0,0,GLACIER BANK,KALISPELL,MT,2003975.0,"GLACIER BANCORP, INC.",KALISPELL,MT,UNITED STATES,2634191.0,2003975.0,30.0,2017,3,81-0251125,GLACIER BANK,202 Main,Kalispell,MT,59901,Glacier Bancorp,49 Commons Loop,Kalispell,MT,59901,7264
2017,0000010789,1,,"PADGETT AGENCY, INC.",GREENLEAF,KS,,173850.0,0,"CITIZENS NATIONAL BANK, THE",GREENLEAF,KS,1055669.0,"PADGETT AGENCY, INC.",GREENLEAF,KS,UNITED STATES,991555.0,1055669.0,20.0,2017,1,48-0168925,THE CITIZENS NATIONAL BANK,"417 Commercial, P.O. Box 309",Greenleaf,KS,66943,"Padgett Agency, Inc.",417 Commercial Street,Greenleaf,KS,66943,83
2017,0000339858,9,,BOK FINANCIAL CORPORATION,TULSA,OK,,32160352.0,0,"BOKF, NATIONAL ASSOCIATION",TULSA,OK,1883693.0,BOK FINANCIAL CORPORATION,TULSA,OK,UNITED STATES,339858.0,1883693.0,40.0,2017,9,73-0780382,BOKF NA,"One West 3rd, 5th Fl",Tulsa,OK,74103,,,,,,21764
2017,0000011952,3,,"POCA VALLEY BANKSHARES, INC., THE",WALTON,WV,,342939.0,0,"POCA VALLEY BANK, INC., THE",WALTON,WV,2152734.0,"POCA VALLEY BANKSHARES, INC., THE",WALTON,WV,UNITED STATES,851239.0,2152734.0,54.0,2017,3,55-0727130,THE POCA VALLEY BANK,PO BOX 56,WALTON,WV,25286,"THE POCA VALLEY BANKSHARES, IN",PO BOX 56,WALTON,WV,25286,432
2017,0000032489,3,,"HOMESTREET, INC.",SEATTLE,WA,,6200289.0,0,HOMESTREET BANK,SEATTLE,WA,3843507.0,"HOMESTREET, INC.",SEATTLE,WA,UNITED STATES,258771.0,3843507.0,53.0,2017,3,91-1299114,HomeStreet Bank,601 Union Street 2000 Two Union Square,Seattle,WA,98101-2326,,,,,,33178
2017,0000026575,3,,SOUTH SHORE MUTUAL HOLDING COMPANY,WEYMOUTH,MA,,491430.0,0,COASTAL HERITAGE BANK,WEYMOUTH,MA,3919738.0,SOUTH SHORE MUTUAL HOLDING COMPANY,WEYMOUTH,MA,UNITED STATES,453370.0,3919738.0,25.0,2017,3,04-1852680,Coastal Heritage Bank,195 Washington St,Weymouth,MA,02188,,,,,,217
2017,0000000497,1,,"FIRST SUFFIELD FINANCIAL, INC.",SUFFIELD,CT,,253677.0,0,"FIRST NATIONAL BANK OF SUFFIELD, THE",SUFFIELD,CT,3431007.0,"FIRST SUFFIELD FINANCIAL, INC.",SUFFIELD,CT,UNITED STATES,115100.0,3431007.0,9.0,2017,1,06-0343370,THE FIRST NATIONAL BANK OF SUF,"30 BRIDGE STREET, P.O. BOX 96",SUFFIELD,CT,06078,,,,,,205
2017,0000011674,3,,"WB BANCORP, INC.",NEW BERLIN,IL,,131172.0,0,WARREN-BOYNTON STATE BANK,NEW BERLIN,IL,1207459.0,"WB BANCORP, INC.",NEW BERLIN,IL,UNITED STATES,837448.0,1207459.0,17.0,2017,3,37-0572440,WARREN BOYNTON STATE BANK,"702 W Illinois ST, PO Box 19",New Berlin,IL,62670,,,,,,122
2017,0000214722,2,,"CHESAPEAKE FINANCIAL SHARES, INC.",KILMARNOCK,VA,,716509.0,0,CHESAPEAKE BANK,KILMARNOCK,VA,1075881.0,"CHESAPEAKE FINANCIAL SHARES, INC.",KILMARNOCK,VA,UNITED STATES,214722.0,1075881.0,51.0,2017,2,54-0276760,Chesapeake Bank,"35 School Street, PO Box 2256",Kilmarnock,VA,22482,,,,,,327
2017,0000058675,3,,"HANOVER BANCORP, INC.",GARDEN CITY PARK,NY,,380901.0,0,HANOVER COMMUNITY BANK,GARDEN CITY PARK,NY,5010134.0,"HANOVER BANCORP, INC.",GARDEN CITY PARK,NY,UNITED STATES,3793714.0,5010134.0,36.0,2017,3,26-1454286,Hanover Community Bank,2131 Jericho Turnpike,Garden City Park,NY,11040-4703,,,,,,596
2017,0000024182,1,,AMG NATIONAL CORP.,GREENWOOD VILLAGE,CO,,389812.0,0,AMG NATIONAL TRUST BANK,BOULDER,CO,3583700.0,AMG NATIONAL CORP.,GREENWOOD VILLAGE,CO,UNITED STATES,3015939.0,3583700.0,8.0,2017,1,84-1595367,AMG NATIONAL TRUST BANK,1155 Canyon Blvd Suite 310,Boulder,CO,80302,,,,,,18
